Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Pearl,1,"""0-1""",BLG,Defenders,Elimination
1Pearl,2,"""0-2""",BLG,Defenders,Elimination
1Pearl,3,"""0-3""",BLG,Defenders,Defuse
1Pearl,4,"""1-3""",JDG,Attackers,Elimination
1Pearl,5,"""2-3""",JDG,Attackers,Elimination
1Pearl,6,"""3-3""",JDG,Attackers,Elimination
1Pearl,7,"""4-3""",JDG,Attackers,Elimination
1Pearl,8,"""5-3""",JDG,Attackers,Elimination
1Pearl,9,"""5-4""",BLG,Defenders,Defuse
1Pearl,10,"""5-5""",BLG,Defenders,Defuse
1Pearl,11,"""6-5""",JDG,Attackers,Spike Detonation
1Pearl,12,"""6-6""",BLG,Defenders,Elimination
1Pearl,13,"""6-7""",JDG,Attackers,Elimination
1Pearl,14,"""6-8""",JDG,Attackers,Elimination
1Pearl,15,"""7-8""",BLG,Defenders,Elimination
1Pearl,16,"""7-9""",JDG,Attackers,Elimination
1Pearl,17,"""7-10""",JDG,Attackers,Elimination
1Pearl,18,"""8-10""",BLG,Defenders,Elimination
1Pearl,19,"""9-10""",BLG,Defenders,Defuse
1Pearl,20,"""10-10""",BLG,Defenders,Elimination
1Pearl,21,"""11-10""",BLG,Defenders,Elimination
1Pearl,22,"""12-10""",BLG,Defenders,Elimination
1Pearl,23,"""13-10""",BLG,Defenders,Elimination
1Pearl,24,"""""",,,
