,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
baddyG MKOI,,3 Round 5 Ruxic Shao Round 10 alexiiik Ruxic Round 11 Ruxic hiro,1 Round 12 Ruxic Shao ANGE1,,,,,,,,50,0,0
MONSTEERR MKOI,,3 Round 1 Shao alexiiik Round 3 ANGE1 Ruxic Round 8 alexiiik hiro,1 Round 16 Ruxic hiro Shao,,,,,,,,65,0,0
flyuh MKOI,,2 Round 9 Shao hiro Round 15 Shao Ruxic,,,,1 Round 15 Ruxic,,,,,39,3,1
Filu MKOI,,2 Round 11 alexiiik Shao Round 13 ANGE1 hiro,,,,,,,,,35,0,0
nataNk MKOI,,,,,,,,,,,27,1,0
ANGE1 NAVI,,4 Round 3 baddyG Filu Round 6 flyuh baddyG Round 7 nataNk flyuh Round 16 MONSTEERR nataNk,,,,,,,,,59,1,0
Shao NAVI,,2 Round 8 flyuh MONSTEERR Round 13 flyuh Filu,1 Round 10 nataNk flyuh Filu,,,1 Round 8 MONSTEERR,,,,,84,1,1
Ruxic NAVI,,2 Round 7 baddyG MONSTEERR Round 15 MONSTEERR baddyG,1 Round 13 nataNk baddyG MONSTEERR,,,,1 Round 13 MONSTEERR baddyG,,,,58,2,0
alexiiik NAVI,,5 Round 3 nataNk MONSTEERR Round 4 nataNk Filu Round 6 MONSTEERR Filu Round 8 Filu baddyG Round 14 MONSTEERR nataNk,3 Round 2 flyuh baddyG nataNk Round 5 nataNk baddyG flyuh Round 9 nataNk MONSTEERR flyuh,,,1 Round 9 flyuh,,,,,147,0,0
hiro NAVI,,2 Round 1 nataNk MONSTEERR Round 4 flyuh MONSTEERR,,,,,1 Round 1 nataNk MONSTEERR,,,,37,0,1
