Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Fracture,1,"""0-1""",DRX,Defenders,Defuse
2Fracture,2,"""0-2""",DRX,Defenders,Defuse
2Fracture,3,"""1-2""",T1,Attackers,Spike Detonation
2Fracture,4,"""2-2""",T1,Attackers,Elimination
2Fracture,5,"""3-2""",T1,Attackers,Elimination
2Fracture,6,"""4-2""",T1,Attackers,Elimination
2Fracture,7,"""4-3""",DRX,Defenders,Time Expired
2Fracture,8,"""5-3""",T1,Attackers,Elimination
2Fracture,9,"""6-3""",T1,Attackers,Elimination
2Fracture,10,"""6-4""",DRX,Defenders,Elimination
2Fracture,11,"""7-4""",T1,Attackers,Elimination
2Fracture,12,"""7-5""",DRX,Defenders,Elimination
2Fracture,13,"""7-6""",T1,Attackers,Elimination
2Fracture,14,"""7-7""",T1,Attackers,Spike Detonation
2Fracture,15,"""7-8""",T1,Attackers,Spike Detonation
2Fracture,16,"""8-8""",DRX,Defenders,Defuse
2Fracture,17,"""8-9""",T1,Attackers,Spike Detonation
2Fracture,18,"""8-10""",T1,Attackers,Elimination
2Fracture,19,"""9-10""",DRX,Defenders,Elimination
2Fracture,20,"""10-10""",DRX,Defenders,Defuse
2Fracture,21,"""11-10""",DRX,Defenders,Defuse
2Fracture,22,"""11-11""",T1,Attackers,Spike Detonation
2Fracture,23,"""11-12""",T1,Attackers,Spike Detonation
2Fracture,24,"""12-12""",DRX,Defenders,Defuse
2Fracture,25,"""13-12""",T1,Attackers,Elimination
2Fracture,26,"""14-12""",DRX,Defenders,Elimination
