,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,2 Round 9 aspas artzin Round 13 aspas artzin,1 Round 11 Verno xenom aspas,,,,,,,,47,1,0
t3xture GEN,,3 Round 5 artzin cortezia Round 10 aspas cortezia Round 12 artzin xenom,1 Round 2 aspas cortezia Verno,,,1 Round 13 Verno,,,,,72,0,0
Foxy9 GEN,,4 Round 6 aspas Verno Round 16 cortezia xenom Round 17 aspas artzin Round 18 artzin Verno,1 Round 14 artzin Verno cortezia,,,,,,,,61,1,0
Ash GEN,,5 Round 1 Verno aspas Round 3 artzin cortezia Round 7 aspas artzin Round 9 xenom Verno Round 12 aspas Verno,,,,,,,,,68,3,1
Karon GEN,,7 Round 2 artzin xenom Round 5 xenom Verno Round 6 artzin xenom Round 7 xenom cortezia Round 16 artzin Verno Round 17 Verno xenom Round 18 xenom aspas,1 Round 4 aspas Verno xenom,,,,,,,,97,0,0
cortezia MIBR,,1 Round 8 Munchkin t3xture,1 Round 11 t3xture Munchkin Ash,,,,,,,,44,0,0
artzin MIBR,,1 Round 18 Karon t3xture,,,,,,,,,30,4,0
aspas MIBR,,2 Round 14 Ash Foxy9 Round 15 t3xture Munchkin,,,,1 Round 14 Foxy9,,,,,33,0,1
xenom MIBR,,1 Round 16 t3xture Karon,,,,,,,,,33,0,0
Verno MIBR,,3 Round 6 Munchkin Karon Round 8 Karon Ash Round 9 Munchkin Foxy9,1 Round 7 Ash Foxy9 Karon,1 Round 13 Munchkin Ash Foxy9 t3xture Verno,,,,1 Round 7 Ash Foxy9 Karon,,,63,0,0
