,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Asuna 100T,,4 Round 9 Mazino Shyy Round 10 Mazino keznit Round 12 Melser Shyy Round 13 Melser Mazino,1 Round 3 keznit Melser Shyy,,,1 Round 12 Shyy,,,,,61,0,1
eeiu 100T,,6 Round 3 Dantedeu5 Mazino Round 4 Melser keznit Round 8 keznit Shyy Round 11 Dantedeu5 Mazino Round 15 Shyy Mazino Round 17 keznit Dantedeu5,1 Round 5 Mazino Shyy Melser,,,,,,,,91,0,1
Cryocells 100T,,1 Round 8 Mazino Dantedeu5,1 Round 16 Dantedeu5 Mazino Melser,,,,,,,,58,0,0
zander 100T,,2 Round 9 keznit Dantedeu5 Round 14 Melser Shyy,,,,,,,,,42,0,0
Kess 100T,,1 Round 17 Mazino Shyy,1 Round 10 Dantedeu5 Shyy Melser,,,,,,,,69,4,1
Melser KRÜ,,,,,,,,,,,20,4,0
keznit KRÜ,,1 Round 15 Cryocells zander,,,,,,,,,47,1,0
Mazino KRÜ,,2 Round 1 zander Cryocells Round 12 Cryocells eeiu,,,,,,,,,25,1,0
Shyy KRÜ,,2 Round 6 Asuna eeiu Round 12 Kess zander,,,,,,,,,56,1,0
Dantedeu5 KRÜ,,1 Round 10 zander eeiu,,1 Round 7 eeiu Kess zander Cryocells,,,,,,,49,0,0
