Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
AAAAY,FPX,Map_3_3Sunset,All,Sova,1.45,273,24,17,8,+7,83%,205,45%,1,1,0
Life,FPX,Map_3_3Sunset,All,Jett,1.33,259,24,14,4,+10,75%,172,27%,5,6,-1
BerLIN,FPX,Map_3_3Sunset,All,Omen,1.20,204,19,15,14,+4,88%,131,23%,0,3,-3
yosemite,FPX,Map_3_3Sunset,All,Cypher,0.96,156,13,14,8,-1,75%,105,21%,1,0,+1
Autumn,FPX,Map_3_3Sunset,All,Yoru,0.91,211,16,20,9,-4,79%,130,29%,3,4,-1
vo0kashu,DRG,Map_3_3Sunset,All,Cypher,1.37,296,24,18,7,+6,83%,202,37%,1,0,+1
Nicc,DRG,Map_3_3Sunset,All,Fade,0.94,189,16,20,7,-4,54%,136,36%,1,2,-1
Flex1n,DRG,Map_3_3Sunset,All,Omen,0.85,183,15,18,10,-3,79%,107,18%,5,1,+4
Akeman,DRG,Map_3_3Sunset,All,Clove,0.77,149,13,18,6,-5,63%,114,21%,2,2,0
SpiritZ1,DRG,Map_3_3Sunset,All,Yoru,0.43,141,12,23,2,-11,54%,92,30%,5,5,0
AAAAY,FPX,Map_3_3Sunset,Attack,Sova,1.78,327,13,9,5,+4,83%,237,38%,0,0,0
Life,FPX,Map_3_3Sunset,Attack,Jett,0.61,132,6,10,1,-4,50%,83,42%,1,6,-5
BerLIN,FPX,Map_3_3Sunset,Attack,Omen,0.71,147,5,11,9,-6,75%,80,13%,0,3,-3
yosemite,FPX,Map_3_3Sunset,Attack,Cypher,0.72,131,6,9,4,-3,58%,80,27%,0,0,0
Autumn,FPX,Map_3_3Sunset,Attack,Yoru,0.92,209,8,11,2,-3,67%,115,30%,0,2,-2
vo0kashu,DRG,Map_3_3Sunset,Attack,Cypher,1.06,269,10,12,3,-2,67%,171,50%,0,0,0
Nicc,DRG,Map_3_3Sunset,Attack,Fade,0.89,161,6,11,1,-5,42%,107,40%,1,2,-1
Flex1n,DRG,Map_3_3Sunset,Attack,Omen,0.73,152,6,10,3,-4,67%,94,17%,2,1,+1
Akeman,DRG,Map_3_3Sunset,Attack,Clove,0.20,108,4,13,2,-9,42%,75,33%,0,1,-1
SpiritZ1,DRG,Map_3_3Sunset,Attack,Yoru,0.24,93,4,12,0,-8,33%,56,27%,0,5,-5
AAAAY,FPX,Map_3_3Sunset,Defend,Sova,1.13,219,11,8,3,+3,83%,173,55%,1,1,0
Life,FPX,Map_3_3Sunset,Defend,Jett,2.05,386,18,4,3,+14,100%,261,22%,4,0,+4
BerLIN,FPX,Map_3_3Sunset,Defend,Omen,1.69,261,14,4,5,+10,100%,182,29%,0,0,0
yosemite,FPX,Map_3_3Sunset,Defend,Cypher,1.19,181,7,5,4,+2,92%,130,18%,1,0,+1
Autumn,FPX,Map_3_3Sunset,Defend,Yoru,0.89,213,8,9,7,-1,92%,145,29%,3,2,+1
vo0kashu,DRG,Map_3_3Sunset,Defend,Cypher,1.69,323,14,6,4,+8,100%,233,29%,1,0,+1
Nicc,DRG,Map_3_3Sunset,Defend,Fade,1.00,217,10,9,6,+1,67%,165,33%,0,0,0
Flex1n,DRG,Map_3_3Sunset,Defend,Omen,0.97,214,9,8,7,+1,92%,120,19%,3,0,+3
Akeman,DRG,Map_3_3Sunset,Defend,Clove,1.34,190,9,5,4,+4,83%,153,15%,2,1,+1
SpiritZ1,DRG,Map_3_3Sunset,Defend,Yoru,0.63,189,8,11,2,-3,75%,128,32%,5,0,+5
