,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
mitch C9,,2 Round 6 gobera lz Round 14 pryze silentzz mitch,,,,,,,,,37,5,0
neT C9,,2 Round 4 spike pryze Round 13 spike pryze,,,,,,,,,52,1,1
Xeppaa C9,,3 Round 1 pryze silentzz Round 16 lz gobera Round 17 pryze gobera,1 Round 11 silentzz lz gobera,,,,,,,,44,0,2
v1c C9,,3 Round 1 spike lz Round 2 spike pryze Round 7 spike pryze,,,,,,,,,42,0,0
OXY C9,,3 Round 13 gobera lz Round 16 pryze spike Round 20 spike silentzz,2 Round 4 silentzz gobera lz Round 12 spike gobera silentzz,2 Round 5 pryze gobera silentzz lz Round 8 gobera spike pryze lz,,2 Round 4 lz Round 8 lz,,,,,82,0,1
pryze 2G,,,,,,,,,,,25,5,0
lz 2G,,3 Round 8 mitch Xeppaa Round 10 mitch neT Round 11 OXY neT,2 Round 1 neT mitch OXY Round 4 mitch Xeppaa v1c,,,,,,,,57,0,0
silentzz 2G,,2 Round 10 OXY Xeppaa Round 17 OXY mitch,,,,,,,,,47,0,0
gobera 2G,,3 Round 9 Xeppaa neT Round 19 Xeppaa neT Round 20 OXY v1c,1 Round 7 OXY v1c neT,,,,,,,,45,3,0
spike 2G,,,2 Round 17 v1c Xeppaa neT Round 19 OXY v1c mitch,1 Round 15 v1c OXY Xeppaa mitch,,,,,,,74,0,1
