,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
mitch C9,,2 Round 17 xenom artzin Round 23 cortezia xenom,,,,1 Round 16 xenom,,,,,23,6,0
neT C9,,1 Round 6 aspas cortezia,,,,,,,,,27,1,0
Xeppaa C9,,4 Round 1 aspas artzin Round 5 artzin aspas Round 12 xenom artzin Round 14 aspas artzin,,,,,,,,,55,2,0
v1c C9,,3 Round 7 cortezia xenom Round 13 Verno cortezia Round 21 xenom artzin,1 Round 1 cortezia Verno xenom,,,1 Round 1 xenom,,,,,56,1,1
OXY C9,,7 Round 2 Verno artzin Round 6 xenom artzin Round 15 artzin xenom Round 16 aspas cortezia Round 18 cortezia artzin Round 21 cortezia Verno Round 23 artzin aspas,1 Round 19 aspas cortezia xenom,1 Round 22 aspas artzin cortezia xenom,,,,,,,69,0,1
cortezia MIBR,,5 Round 1 OXY mitch Round 4 OXY neT Round 11 v1c mitch Round 13 Xeppaa neT Round 23 OXY Xeppaa,,1 Round 12 mitch OXY Xeppaa neT,,,,1 Round 12 Xeppaa neT OXY,,,59,1,0
artzin MIBR,,1 Round 3 mitch Xeppaa,,,,,,,,,53,6,0
aspas MIBR,,4 Round 8 neT OXY Round 14 OXY v1c Round 21 v1c OXY Round 24 Xeppaa mitch,2 Round 10 OXY neT v1c Round 20 OXY mitch Xeppaa,1 Round 7 OXY neT mitch Xeppaa,,2 Round 7 Xeppaa Round 13 v1c,,,,,77,1,0
xenom MIBR,,4 Round 2 mitch OXY Round 3 OXY neT Round 9 OXY v1c Round 16 Xeppaa OXY,,,,,,,,,36,0,0
Verno MIBR,,1 Round 20 v1c neT,,,,,1 Round 5 Xeppaa v1c,,,,37,3,2
