,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,2 Round 11 t3xture Foxy9 Round 16 Munchkin Karon,1 Round 3 Munchkin Ash Karon,,,,,,,,43,0,0
f0rsakeN PRX,,1 Round 7 Ash Munchkin,,,,,,,,,27,4,0
d4v41 PRX,,,,,,,,,,,30,1,0
PatMen PRX,,3 Round 6 Munchkin Foxy9 Round 15 Munchkin Foxy9 Round 16 Ash Foxy9,,,,,,,,,50,1,0
something PRX,,2 Round 4 Karon Foxy9 Round 8 Karon Ash,1 Round 12 t3xture Foxy9 Karon,,,,,,,,51,0,0
Munchkin GEN,,2 Round 9 PatMen d4v41 Round 13 Jinggg something,1 Round 14 PatMen something Jinggg,,1 Round 4 something Jinggg f0rsakeN PatMen d4v41,,,,,,64,0,0
t3xture GEN,,4 Round 2 Jinggg PatMen Round 9 something f0rsakeN Round 13 PatMen d4v41 Round 15 Jinggg d4v41,2 Round 1 d4v41 f0rsakeN PatMen Round 16 d4v41 something PatMen,,,1 Round 16 PatMen,,,,,72,0,2
Foxy9 GEN,,4 Round 1 something Jinggg Round 2 something f0rsakeN Round 7 PatMen f0rsakeN Round 11 d4v41 PatMen,1 Round 10 something PatMen d4v41,,,,1 Round 7 d4v41 f0rsakeN,,,,49,0,1
Ash GEN,,3 Round 5 f0rsakeN something Round 6 d4v41 PatMen Round 15 f0rsakeN PatMen,,,,,,,,,64,3,0
Karon GEN,,1 Round 6 something f0rsakeN,,,,,,,,,28,0,0
