,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,6 Round 5 zander Kess Round 6 Cryocells eeiu Round 9 Asuna zander Round 12 Kess Asuna Round 13 zander Cryocells Round 20 Asuna Kess cortezia,,1 Round 23 zander Cryocells eeiu Kess,,,,,,,79,1,0
artzin MIBR,,1 Round 1 eeiu Kess,2 Round 2 Kess eeiu Cryocells Round 10 Asuna Kess Cryocells,,,1 Round 23 Asuna,,,,,49,6,2
aspas MIBR,,9 Round 1 Cryocells zander Round 5 Cryocells Asuna Round 6 zander Asuna Round 8 zander Kess Round 9 Kess Cryocells Round 11 eeiu Cryocells aspas Round 12 zander eeiu Round 18 Kess zander Round 20 zander Cryocells aspas,1 Round 4 eeiu Asuna Kess,,,,1 Round 11 Cryocells Kess,,,,66,1,0
xenom MIBR,,1 Round 10 eeiu zander,1 Round 16 Cryocells Asuna eeiu,,,1 Round 18 Asuna,,,,,36,0,1
Verno MIBR,,1 Round 11 Asuna zander,,,,,,,,,47,2,0
Asuna 100T,,1 Round 15 Verno xenom,1 Round 18 Verno cortezia aspas,,,,,,,,56,8,0
eeiu 100T,,3 Round 7 artzin xenom Round 12 xenom Verno Round 15 cortezia artzin,1 Round 22 artzin cortezia xenom,,,,,,,,45,2,0
Cryocells 100T,,4 Round 4 Verno xenom Round 7 cortezia Verno Round 10 cortezia xenom Round 11 Verno xenom,2 Round 12 aspas cortezia artzin Round 21 aspas cortezia Verno,,,1 Round 4 aspas,,1 Round 12 aspas cortezia artzin,,,50,0,1
zander 100T,,2 Round 9 artzin Verno Round 14 artzin cortezia,,,,,,,,,41,0,0
Kess 100T,,1 Round 22 aspas Verno,,,,,1 Round 20 aspas cortezia,,,,45,0,0
