(BANK) TLN NS (BANK),1 0.1k 0.2k,2 8.8k $$ 4.4k,3 0.6k $$$ $$ 16.7k,4 13.1k $$$ 10.6k,5 5.4k $$$ $$$ 12.0k,6 13.3k $ $$$ 11.8k,7 5.9k $$$ $$$ 15.9k,8 9.9k $$$ $$$ 6.4k,9 1.7k $$ $$$ 16.4k,10 11.8k $$$ 24.9k,11 5.0k $$$ $$$ 36.9k,12 0.4k $$ $$$ 19.6k
(BANK) TLN NS (BANK),13 0.2k 0.7k,14 7.9k $$ 1.1k,15 0.3k $$ $$ 14.3k,16 7.7k $$$ $$$ 2.5k,17 18.5k $$$ $$ 6.8k,18 6.5k $$$ $$$ 13.3k,19 11.3k $$$ $$ 4.9k,20 5.3k $$$ $$ 5.6k,,,,
