,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,1 Round 13 Zellsis johnqt,1 Round 10 zekken TenZ Sacy,1 Round 14 zekken Sacy TenZ Zellsis,,1 Round 18 Zellsis,,,,,60,0,0
RieNs TH,,3 Round 2 TenZ johnqt Round 4 johnqt Sacy Round 9 Sacy johnqt,1 Round 12 Zellsis Sacy zekken,,,1 Round 17 zekken,,,,,48,0,1
MiniBoo TH,,4 Round 11 johnqt Zellsis Round 15 zekken TenZ Round 19 Sacy TenZ Round 20 zekken Sacy,,,,,,,,,47,0,0
Wo0t TH,,3 Round 2 Zellsis zekken Round 9 TenZ zekken Round 13 TenZ Sacy,,,,1 Round 10 Zellsis,,,,,35,9,1
benjyfishy TH,,3 Round 1 zekken johnqt benjyfishy Round 15 Zellsis Sacy Round 20 Zellsis TenZ,1 Round 17 TenZ johnqt Zellsis,1 Round 18 zekken TenZ johnqt Sacy,,,,,,,46,0,0
TenZ SEN,,2 Round 3 RieNs Boo Round 8 MiniBoo Wo0t,,1 Round 5 RieNs MiniBoo Wo0t benjyfishy,,,,,,,47,0,1
Sacy SEN,,2 Round 11 MiniBoo benjyfishy Round 18 MiniBoo RieNs,,,,,,,,,40,2,1
Zellsis SEN,,6 Round 3 Wo0t benjyfishy Round 4 MiniBoo Wo0t Round 6 MiniBoo Wo0t Round 8 benjyfishy RieNs Round 15 RieNs Wo0t Round 18 Wo0t benjyfishy,1 Round 10 MiniBoo Boo benjyfishy,,,,,,,,63,1,3
johnqt SEN,,1 Round 17 Wo0t MiniBoo,1 Round 16 Wo0t MiniBoo Boo,,,,,,,,34,1,0
zekken SEN,,2 Round 1 Wo0t MiniBoo Round 17 benjyfishy Boo,2 Round 7 Wo0t RieNs Boo Round 21 benjyfishy Wo0t Boo,,,,,,,,56,0,0
