,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,2 Round 4 zekken Zellsis Round 10 TenZ Zellsis,1 Round 15 zekken Sacy TenZ,,,,,,,,47,1,0
RieNs TH,,3 Round 5 zekken johnqt Round 13 johnqt zekken Round 19 zekken Sacy,1 Round 7 zekken Zellsis johnqt RieNs,,,,1 Round 7 Zellsis johnqt,,,,32,7,0
MiniBoo TH,,4 Round 11 johnqt zekken Round 12 TenZ Zellsis Round 16 Sacy Zellsis Round 17 Zellsis TenZ,,,,,,,,,57,1,2
Wo0t TH,,3 Round 5 TenZ Zellsis Round 6 zekken Sacy Round 9 johnqt zekken,1 Round 18 zekken Sacy johnqt,,,,,,,,57,0,0
benjyfishy TH,,1 Round 6 johnqt Zellsis,,,,,,,,,21,0,0
TenZ SEN,,7 Round 2 benjyfishy Wo0t Round 4 Wo0t benjyfishy Round 7 benjyfishy MiniBoo Round 10 benjyfishy RieNs Round 17 benjyfishy RieNs Round 18 Boo benjyfishy Round 21 Wo0t RieNs,2 Round 11 RieNs MiniBoo benjyfishy Round 19 MiniBoo benjyfishy Boo,1 Round 13 benjyfishy Wo0t RieNs Boo,,,,,,,84,1,0
Sacy SEN,,2 Round 2 RieNs MiniBoo Round 14 benjyfishy Wo0t,,,,,,,,,50,2,2
Zellsis SEN,,3 Round 1 Boo Wo0t Round 6 Boo RieNs Round 21 benjyfishy MiniBoo,,,,,,,,,52,5,0
johnqt SEN,,2 Round 17 MiniBoo Wo0t Round 20 Wo0t RieNs,,,,,1 Round 17 MiniBoo Wo0t,,,,65,0,1
zekken SEN,,,3 Round 3 MiniBoo RieNs Wo0t Round 10 RieNs MiniBoo Boo Round 12 MiniBoo benjyfishy Wo0t,,,,,,,,46,0,1
