,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,1 Round 2 Sacy TenZ,,,,,,,,,37,0,1
RieNs TH,,3 Round 8 Sacy Zellsis Round 10 TenZ johnqt Round 15 zekken TenZ,1 Round 18 Sacy johnqt Zellsis,2 Round 7 zekken Sacy Zellsis johnqt Round 9 zekken Zellsis johnqt Sacy,,,,,,,95,1,0
MiniBoo TH,,1 Round 4 zekken TenZ,1 Round 1 Zellsis Sacy TenZ,1 Round 17 TenZ johnqt Sacy Zellsis,,,,,,,59,0,0
Wo0t TH,,,2 Round 15 Sacy johnqt Zellsis Round 20 Zellsis Sacy zekken,,,,1 Round 20 zekken Sacy,,,,74,6,1
benjyfishy TH,,4 Round 4 Zellsis johnqt Round 10 zekken Sacy Round 13 Zellsis TenZ Round 19 Sacy Zellsis,1 Round 2 Zellsis zekken johnqt,,,,,,,,60,0,1
TenZ SEN,,2 Round 1 RieNs Wo0t Round 18 Boo RieNs,,1 Round 11 MiniBoo RieNs Boo Wo0t,,,,,,,61,0,1
Sacy SEN,,,,,,,,,,,39,6,0
Zellsis SEN,,1 Round 18 MiniBoo benjyfishy,,,,,,,,,26,0,0
johnqt SEN,,2 Round 12 RieNs MiniBoo Round 14 MiniBoo Wo0t,,,,,,,,,30,1,0
zekken SEN,,6 Round 2 MiniBoo RieNs Round 6 MiniBoo RieNs Round 10 Boo RieNs Round 12 Boo Wo0t Round 14 RieNs Boo Round 15 MiniBoo benjyfishy,2 Round 5 Wo0t MiniBoo benjyfishy Round 20 benjyfishy RieNs MiniBoo,,1 Round 13 MiniBoo Wo0t benjyfishy RieNs Boo,,1 Round 13 RieNs Boo,,,,77,0,1
