,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,1 Round 7 LewN Jamppi,,,,,,,,,30,4,0
nAts TL,,3 Round 1 LewN Jamppi Round 3 sociablEE PROFEK Round 10 Jamppi MAGNUM,,,,,,,,,38,0,0
keiko TL,,4 Round 4 PROFEK MAGNUM Round 10 LewN PROFEK Round 14 PROFEK sociablEE Round 17 sociablEE LewN,1 Round 9 Jamppi PROFEK MAGNUM,,,,,,,,63,1,0
kamo TL,,3 Round 3 MAGNUM Jamppi Round 6 MAGNUM PROFEK Round 7 PROFEK sociablEE,1 Round 4 sociablEE LewN Jamppi,,,,,,,,43,1,0
Serial TL,,1 Round 5 sociablEE Jamppi,,,,,,,,,25,2,0
MAGNUM BBL,,2 Round 1 kamo paTiTek Round 12 Serial kamo,3 Round 2 paTiTek Serial keiko Round 5 keiko Serial nAts Round 17 kamo Serial paTiTek,,,1 Round 7 paTiTek,,,,,86,1,1
PROFEK BBL,,2 Round 13 keiko Serial Round 17 nAts keiko,1 Round 12 nAts keiko paTiTek,,,,,,,,68,0,0
sociablEE BBL,,2 Round 15 paTiTek keiko Round 16 keiko kamo,,,,,,,,,47,1,1
Jamppi BBL,,3 Round 7 nAts kamo Round 14 keiko paTiTek Round 15 Serial kamo,1 Round 11 Serial paTiTek keiko,1 Round 6 kamo Serial keiko paTiTek,,,,,,,70,3,1
LewN BBL,,1 Round 8 Serial nAts,,,,,,,,,33,0,1
