,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,2 Round 1 havoc Khalil Round 15 Khalil pryze,,,,,,,,,24,0,0
artzin MIBR,,5 Round 6 havoc raafa Round 8 raafa havoc Round 14 pryze havoc Round 20 Khalil pryze Round 21 havoc pryze,,,,,,,,,64,4,0
aspas MIBR,,4 Round 2 raafa havoc Round 8 Khalil pryze Round 17 raafa Khalil Round 18 pryze havoc,2 Round 9 havoc raafa Khalil Round 14 heat raafa Khalil,1 Round 7 raafa pryze havoc Khalil,,,,,,,63,0,0
xenom MIBR,,1 Round 21 Khalil heat,1 Round 4 havoc heat pryze,,,,,,,,48,0,0
Verno MIBR,,3 Round 16 pryze Khalil Round 17 pryze heat Round 20 raafa havoc,2 Round 5 heat pryze raafa Round 6 heat Khalil pryze,,,1 Round 17 heat,,,,,76,4,1
pryze FUR,,1 Round 11 aspas xenom,1 Round 13 aspas xenom artzin,,,,,,,,47,2,0
Khalil FUR,,5 Round 3 xenom cortezia Round 5 aspas Verno Round 10 aspas cortezia Round 16 artzin aspas Round 18 xenom Verno,,,,1 Round 5 Verno,,,,,66,1,1
heat FUR,,2 Round 17 xenom aspas Round 18 artzin cortezia,,,,,,,,,40,1,0
havoc FUR,,2 Round 2 cortezia artzin Round 19 xenom artzin,,,,,,,,,47,0,0
raafa FUR,,1 Round 19 aspas Verno,1 Round 12 artzin Verno xenom,,,,,,,,49,0,0
