,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,3 Round 1 havoc raafa Round 10 Khalil raafa Round 15 raafa pryze,1 Round 18 pryze Khalil heat,,,,,,,,65,1,0
artzin MIBR,,6 Round 2 pryze Khalil Round 6 pryze heat artzin Round 13 heat raafa Round 16 havoc heat Round 18 havoc raafa Round 21 havoc pryze,,,,,,,,,59,5,0
aspas MIBR,,,1 Round 17 havoc raafa pryze,,,,,,,,43,0,0
xenom MIBR,,3 Round 12 heat Khalil Round 17 Khalil heat Round 19 havoc raafa,,1 Round 11 heat pryze raafa Khalil xenom,,,,,,,44,0,0
Verno MIBR,,3 Round 3 pryze raafa Round 6 havoc Khalil Round 8 raafa Khalil,1 Round 13 havoc pryze Khalil,,,,,,,,53,1,0
pryze FUR,,4 Round 6 xenom aspas Round 7 aspas artzin Round 8 Verno aspas Round 20 xenom artzin,2 Round 12 aspas xenom cortezia pryze Round 19 Verno cortezia xenom,1 Round 22 aspas xenom artzin cortezia,,1 Round 19 xenom,2 Round 8 aspas Verno Round 12 cortezia xenom,,,,81,3,0
Khalil FUR,,,,,,,1 Round 11 xenom Verno,,,,38,2,0
heat FUR,,5 Round 5 xenom Verno Round 6 Verno cortezia Round 7 xenom Verno Round 9 aspas Verno Round 10 xenom cortezia,1 Round 4 Verno artzin xenom,,,,1 Round 6 cortezia artzin,,,,70,2,0
havoc FUR,,3 Round 8 artzin xenom Round 10 aspas artzin Round 19 artzin aspas,3 Round 3 aspas Verno artzin Round 9 xenom artzin cortezia Round 20 aspas Verno cortezia,,,,,,,,56,0,0
raafa FUR,,1 Round 4 cortezia aspas,,,,,,,,,19,3,0
