,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nobody EDG,,2 Round 6 Boo Wo0t Round 9 Wo0t MiniBoo,,,,,,,,,75,2,0
ZmjjKK EDG,,5 Round 2 RieNs Boo Round 5 benjyfishy Wo0t Round 11 MiniBoo Wo0t Round 15 benjyfishy Boo Round 17 Wo0t MiniBoo,,1 Round 7 MiniBoo RieNs Wo0t Boo,1 Round 8 benjyfishy RieNs MiniBoo Wo0t Boo,,,,,,105,1,0
Smoggy EDG,,2 Round 12 RieNs MiniBoo Round 14 benjyfishy RieNs,,1 Round 13 Wo0t Boo RieNs MiniBoo,,,1 Round 13 RieNs MiniBoo,,,,62,2,1
S1Mon EDG,,2 Round 4 MiniBoo Boo Round 9 RieNs benjyfishy,,,,,,,,,55,7,0
CHICHOO EDG,,3 Round 1 MiniBoo Boo Round 2 benjyfishy MiniBoo Round 4 Wo0t RieNs,,1 Round 3 benjyfishy RieNs MiniBoo Boo,,,1 Round 1 Boo MiniBoo,,,,74,0,0
Boo TH,,3 Round 10 nobody Smoggy Round 14 S1Mon Smoggy Round 16 ZmjjKK CHICHOO,,,,1 Round 14 Smoggy,,,,,31,1,0
RieNs TH,,3 Round 1 nobody Smoggy Round 10 CHICHOO S1Mon Round 16 Smoggy nobody,,,,,,,,,46,1,1
MiniBoo TH,,1 Round 1 ZmjjKK S1Mon,2 Round 13 ZmjjKK CHICHOO S1Mon Round 15 nobody ZmjjKK CHICHOO,,,,,,,,48,1,0
Wo0t TH,,1 Round 7 CHICHOO S1Mon,1 Round 17 nobody CHICHOO Smoggy,,,,,,,,52,1,0
benjyfishy TH,,1 Round 3 ZmjjKK nobody,,,,,,,,,32,0,0
