,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nobody EDG,,3 Round 11 RieNs Boo Round 14 benjyfishy RieNs Round 22 benjyfishy Wo0t,,,,,,,,,41,5,0
ZmjjKK EDG,,4 Round 6 Wo0t benjyfishy Round 15 MiniBoo Wo0t Round 17 Boo MiniBoo Round 23 benjyfishy RieNs,,,1 Round 24 MiniBoo benjyfishy Wo0t Boo RieNs,,,,,,65,0,0
Smoggy EDG,,3 Round 3 MiniBoo Wo0t Round 6 Boo RieNs Round 16 MiniBoo Wo0t,,,,1 Round 3 Wo0t,,,,,54,3,1
S1Mon EDG,,1 Round 21 benjyfishy Wo0t,1 Round 8 benjyfishy Boo MiniBoo,,,1 Round 21 Wo0t,,,,,49,2,2
CHICHOO EDG,,3 Round 4 RieNs Boo Round 12 Boo Wo0t Round 15 RieNs benjyfishy,,,,,1 Round 12 Boo Wo0t,,,,67,0,0
Boo TH,,4 Round 2 Smoggy CHICHOO Round 12 S1Mon Smoggy Round 19 S1Mon CHICHOO Round 24 S1Mon nobody,1 Round 14 nobody ZmjjKK S1Mon,,,,,,,,39,1,1
RieNs TH,,6 Round 5 S1Mon CHICHOO Round 6 nobody ZmjjKK Round 7 ZmjjKK Smoggy Round 10 Smoggy nobody Round 13 ZmjjKK nobody Round 20 nobody CHICHOO,,,,1 Round 17 nobody,,1 Round 24 S1Mon nobody ZmjjKK,,,41,8,2
MiniBoo TH,,5 Round 2 nobody ZmjjKK Round 5 nobody ZmjjKK Round 7 S1Mon CHICHOO Round 8 CHICHOO S1Mon Round 19 ZmjjKK Smoggy,1 Round 9 ZmjjKK nobody Smoggy,,,,,,,,58,1,0
Wo0t TH,,2 Round 18 S1Mon nobody Round 20 ZmjjKK S1Mon,1 Round 21 CHICHOO Smoggy nobody,,,,,,,,53,0,1
benjyfishy TH,,1 Round 17 CHICHOO S1Mon,1 Round 1 nobody S1Mon Smoggy,,,,,,,,48,0,0
