,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nobody EDG,,11,2,,,2,1,,,,47,15,2
ZmjjKK EDG,,24,5,3,2,,1,,,,75,2,0
Smoggy EDG,,9,3,2,,1,1,,,,57,9,4
S1Mon EDG,,11,2,,,2,1,,,,50,23,2
CHICHOO EDG,,11,6,1,1,,3,,,,64,2,0
Boo TH,,12,1,,,2,1,1,,,35,5,1
RieNs TH,,17,1,,,1,,1,,,57,15,5
MiniBoo TH,,14,5,,,,,,,,48,2,1
Wo0t TH,,12,3,1,,,1,,,,53,8,2
benjyfishy TH,,15,3,1,,,1,1,,,54,2,2
