,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nobody EDG,,3 Round 3 Wo0t benjyfishy Round 16 Wo0t MiniBoo Round 17 benjyfishy RieNs,1 Round 1 benjyfishy Boo RieNs,,,2 Round 3 benjyfishy Round 17 RieNs,1 Round 1 RieNs Boo,,,,42,4,1
ZmjjKK EDG,,5 Round 1 Wo0t MiniBoo Round 8 MiniBoo Boo Round 13 benjyfishy Boo Round 16 benjyfishy Boo Round 19 benjyfishy RieNs,3 Round 3 RieNs MiniBoo Boo Round 12 benjyfishy RieNs Wo0t Round 15 Wo0t Boo RieNs,1 Round 21 RieNs MiniBoo Boo Wo0t,,,,,,,64,0,0
Smoggy EDG,,1 Round 20 Boo Smoggy,1 Round 22 MiniBoo Wo0t Boo,1 Round 9 MiniBoo RieNs benjyfishy Wo0t,,,,,,,54,0,1
S1Mon EDG,,1 Round 19 Boo MiniBoo,1 Round 20 RieNs MiniBoo benjyfishy,,,,,,,,35,4,0
CHICHOO EDG,,3 Round 11 Wo0t MiniBoo Round 12 MiniBoo Boo Round 22 benjyfishy RieNs,3 Round 2 RieNs Boo benjyfishy Round 4 MiniBoo Wo0t RieNs Round 10 benjyfishy Boo RieNs,,1 Round 6 Wo0t MiniBoo Boo RieNs benjyfishy,,1 Round 10 RieNs Boo,,,,98,0,0
Boo TH,,2 Round 3 CHICHOO Smoggy Round 9 nobody Smoggy,,,,1 Round 9 Smoggy,,,,,35,2,0
RieNs TH,,2 Round 8 CHICHOO ZmjjKK Round 20 nobody Smoggy,,,,,,,,,49,3,0
MiniBoo TH,,,1 Round 7 ZmjjKK S1Mon Smoggy,,,,,,,,37,0,0
Wo0t TH,,3 Round 5 ZmjjKK S1Mon Round 9 S1Mon CHICHOO Round 17 CHICHOO Smoggy,1 Round 14 S1Mon Smoggy nobody,1 Round 13 CHICHOO S1Mon nobody ZmjjKK,,,,,,,47,2,0
benjyfishy TH,,6 Round 2 Smoggy S1Mon Round 3 S1Mon ZmjjKK Round 7 CHICHOO nobody Round 10 ZmjjKK S1Mon Round 11 CHICHOO S1Mon benjyfishy Round 18 nobody CHICHOO,,,,,1 Round 11 S1Mon CHICHOO,,,,61,1,1
