,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
liazzi MIBR,,3 Round 1 Cryocells Boostio Round 6 Cryocells eeiu Round 15 Asuna Boostio,,,,,,,,,51,1,0
artzin MIBR,,1 Round 13 bang eeiu,1 Round 14 bang Asuna Cryocells,,,1 Round 17 Boostio,,,,,44,0,3
mazin MIBR,,1 Round 12 Boostio bang,1 Round 3 Boostio bang Cryocells,,,1 Round 3 Cryocells,,,,,32,1,0
rich MIBR,,1 Round 14 eeiu Boostio,,,,,,,,,28,2,1
Palla MIBR,,2 Round 6 bang Asuna Round 17 Cryocells bang,1 Round 18 Cryocells Boostio bang,,,,,,,,59,0,0
Asuna 100T,,4 Round 3 liazzi rich Round 11 liazzi mazin Round 16 rich liazzi Round 19 Palla mazin,,,,,,,,,49,1,0
Boostio 100T,,2 Round 7 Palla rich Round 17 mazin liazzi,1 Round 5 Palla liazzi rich,,,,,,,,53,6,1
eeiu 100T,,3 Round 1 rich liazzi Round 8 rich liazzi Round 10 rich artzin,3 Round 2 Palla mazin rich Round 7 liazzi mazin artzin Round 16 mazin artzin Palla,1 Round 12 liazzi Palla artzin mazin,,3 Round 1 liazzi Round 7 artzin Round 18 Palla,,,,,116,0,1
bang 100T,,2 Round 13 liazzi rich Round 18 liazzi rich,1 Round 9 liazzi artzin mazin,1 Round 4 liazzi Palla artzin mazin,,,,,,,61,0,0
Cryocells 100T,,3 Round 10 mazin liazzi Round 11 rich artzin Round 19 artzin rich,,,,,,,,,49,0,0
