,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 11 valyn JonahP Round 17 JonahP trent,2 Round 6 trent JonahP icy Round 15 valyn JonahP leaf,,,,,,,,45,0,1
tex LEV,,3 Round 3 JonahP icy Round 17 leaf valyn Round 19 trent leaf tex,,1 Round 20 valyn icy JonahP trent,,,,,,,62,0,0
Mazino LEV,,3 Round 4 leaf valyn Round 9 JonahP icy Round 21 leaf JonahP,1 Round 16 JonahP icy valyn,,,,,,,,39,7,0
aspas LEV,,1 Round 4 icy JonahP,2 Round 3 leaf trent valyn Round 14 leaf icy trent,,,,,,,,61,0,0
kiNgg LEV,,5 Round 5 icy valyn Round 11 trent leaf Round 13 leaf trent Round 18 valyn JonahP Round 19 icy JonahP kiNgg,,,,1 Round 16 leaf,,,,,57,0,0
valyn G2,,4 Round 5 C0M tex Round 6 Mazino C0M Round 8 C0M Mazino valyn Round 13 C0M tex,1 Round 9 tex Mazino kiNgg,,,,,,,,37,3,0
JonahP G2,,2 Round 12 kiNgg C0M JonahP Round 20 Mazino kiNgg,4 Round 1 tex Mazino aspas Round 10 Mazino aspas tex Round 13 Mazino aspas kiNgg Round 21 aspas C0M tex,,,1 Round 5 kiNgg,,,,,75,1,0
leaf G2,,3 Round 8 kiNgg tex Round 11 aspas C0M Round 16 C0M Mazino,1 Round 7 Mazino aspas kiNgg,,,,,,,,50,0,0
icy G2,,3 Round 3 kiNgg aspas Round 7 C0M tex Round 11 tex kiNgg,1 Round 12 aspas Mazino tex,,,,1 Round 11 kiNgg tex,,,,44,7,0
trent G2,,2 Round 16 tex aspas Round 18 tex kiNgg,,,,1 Round 9 aspas,,,,,53,0,1
