,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Rb NS,,2 Round 4 Wild0reoo n1zzy Round 9 ZesBeeW n1zzy,,,,,,,,,58,0,1
Persia NS,,1 Round 15 invy n1zzy,,,,,,,,,44,2,0
Dambi NS,,2 Round 8 Wild0reoo n1zzy Round 10 kellyS invy,3 Round 1 kellyS n1zzy invy Round 3 kellyS ZesBeeW Wild0reoo Round 6 Wild0reoo invy kellyS,1 Round 12 kellyS Wild0reoo n1zzy invy,,,,,,,84,1,0
Francis NS,,3 Round 4 invy kellyS Round 8 kellyS invy Round 16 kellyS invy,3 Round 2 Wild0reoo kellyS ZesBeeW Round 11 ZesBeeW invy kellyS Round 15 kellyS ZesBeeW Wild0reoo,,,1 Round 15 Wild0reoo,,,,,91,0,1
Ivy NS,,2 Round 1 Wild0reoo ZesBeeW Round 13 Wild0reoo kellyS,1 Round 14 Wild0reoo ZesBeeW n1zzy,,,,,,,,46,0,0
ZesBeeW TS,,1 Round 15 Rb Dambi,,,,,,,,,22,2,0
kellyS TS,,2 Round 5 Persia Rb Round 6 Rb Persia,,,,,,,,,49,0,0
invy TS,,1 Round 12 Ivy Rb,,,,,,,,,30,3,0
Wild0reoo TS,,,,,,,,,,,41,0,0
n1zzy TS,,2 Round 6 Ivy Francis Round 10 Rb Persia,1 Round 14 Persia Francis Dambi,,,1 Round 6 Dambi,,,,,77,0,0
