,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Rb NS,,3 Round 4 invy kellyS Round 18 kellyS Wild0reoo Round 22 ZesBeeW invy,1 Round 15 ZesBeeW kellyS invy,,,,,,,,74,3,1
Persia NS,,6 Round 5 kellyS ZesBeeW Round 12 n1zzy ZesBeeW Round 13 kellyS n1zzy Round 14 invy n1zzy Round 15 Wild0reoo n1zzy Round 19 Wild0reoo kellyS,2 Round 3 ZesBeeW Wild0reoo n1zzy Round 20 n1zzy ZesBeeW kellyS,,,1 Round 19 n1zzy,,,,,55,4,0
Dambi NS,,5 Round 5 invy n1zzy Round 8 invy kellyS Round 11 Wild0reoo n1zzy Round 17 n1zzy Wild0reoo Round 21 Wild0reoo n1zzy,1 Round 16 kellyS n1zzy Wild0reoo,,,,,,,,54,1,0
Francis NS,,3 Round 9 kellyS invy Round 11 kellyS invy Round 20 invy Wild0reoo,,,,,,,,,51,1,0
Ivy NS,,2 Round 17 ZesBeeW kellyS Round 23 Wild0reoo ZesBeeW,1 Round 10 ZesBeeW kellyS Wild0reoo,,,,,,,,47,1,0
ZesBeeW TS,,2 Round 6 Persia Rb Round 21 Rb Francis,,,,,,,,,43,0,1
kellyS TS,,5 Round 1 Persia Ivy Round 10 Dambi Rb Round 14 Francis Dambi Round 17 Francis Dambi Round 18 Dambi Persia,1 Round 6 Francis Dambi Ivy,,,,,,,,57,4,1
invy TS,,7 Round 1 Dambi Rb Round 2 Ivy Dambi Round 8 Francis Rb Round 9 Rb Persia Round 12 Rb Dambi Round 13 Ivy Persia Round 18 Ivy Rb,,,,,,,,,55,1,0
Wild0reoo TS,,1 Round 15 Francis Ivy,1 Round 14 Persia Ivy Rb,,,,1 Round 14 Rb Ivy,,,,26,1,1
n1zzy TS,,3 Round 13 Dambi Rb Round 16 Rb Persia Round 19 Francis Persia n1zzy,1 Round 8 Ivy Dambi Persia,,,,1 Round 8 Persia Dambi,,,,53,1,0
