,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
FiNESSE NRG,,1 Round 10 raafa Khalil,,,,,,,,,55,1,0
brawk NRG,,,3 Round 5 havoc pryze Khalil Round 9 raafa Khalil heat Round 15 havoc pryze Khalil,,,,,,,,64,8,0
s0m NRG,,1 Round 4 havoc heat,,1 Round 14 havoc heat pryze Khalil,,,,,,,54,2,0
mada NRG,,3 Round 3 havoc heat Round 6 heat Khalil Round 8 heat raafa,2 Round 2 havoc raafa Khalil Round 12 raafa pryze havoc,,,,,,,,75,0,0
Ethan NRG,,3 Round 10 havoc heat Round 11 heat raafa Round 15 raafa heat,2 Round 1 havoc Khalil pryze Round 13 raafa heat Khalil,,,,,,,,61,0,1
pryze FUR,,,1 Round 4 mada Ethan s0m,,,,,,,,66,1,1
Khalil FUR,,1 Round 9 mada FiNESSE,,,,,,,,,41,0,0
heat FUR,,,,,,,,,,,29,0,0
havoc FUR,,,,,,,,,,,35,0,0
raafa FUR,,1 Round 1 mada s0m,1 Round 7 Ethan brawk FiNESSE,,,,,,,,39,0,0
