,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
FiNESSE NRG,,1 Round 5 Khalil pryze,1 Round 1 raafa heat pryze,,,,,,,,63,0,0
brawk NRG,,,,,,,,,,,46,5,0
s0m NRG,,2 Round 8 heat pryze Round 10 Khalil heat,1 Round 4 pryze havoc heat,,,,,,,,68,2,0
mada NRG,,5 Round 2 pryze Khalil Round 7 havoc pryze Round 8 Khalil raafa Round 15 heat pryze Round 16 havoc Khalil,4 Round 3 raafa pryze Khalil Round 12 raafa Khalil heat Round 14 havoc heat raafa Round 17 raafa heat pryze,,,,,,,,95,1,1
Ethan NRG,,1 Round 5 heat havoc,,,,,,,,,83,1,0
pryze FUR,,1 Round 13 FiNESSE brawk,,,,1 Round 14 mada,,,,,40,0,0
Khalil FUR,,1 Round 14 s0m brawk,1 Round 9 mada FiNESSE brawk,,,,,,,,52,1,0
heat FUR,,1 Round 11 brawk Ethan,,,,,,,,,40,0,0
havoc FUR,,,,,,,,,,,22,0,0
raafa FUR,,,,,,,,,,,17,2,0
