,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,1 Round 17 crashies Boaster,,,,,,,,,32,0,0
jawgemo G2,,3 Round 4 kaajak Alfajer Round 13 crashies kaajak Round 14 Chronicle Boaster,1 Round 7 kaajak Chronicle crashies,,,,,,,,46,0,0
JonahP G2,,5 Round 4 Chronicle crashies Round 16 Boaster Chronicle Round 17 Alfajer Chronicle Round 19 kaajak Boaster Round 21 crashies Alfajer,,,,,,,,,51,3,0
leaf G2,,4 Round 8 Boaster Chronicle Round 10 Alfajer crashies Round 11 kaajak Alfajer Round 22 crashies kaajak,,1 Round 2 Alfajer kaajak crashies Boaster,,1 Round 8 Chronicle,,,,,45,0,1
trent G2,,3 Round 10 Chronicle kaajak Round 13 Chronicle Boaster Round 20 Alfajer kaajak,,1 Round 1 kaajak Boaster Chronicle crashies,,1 Round 11 Boaster,1 Round 10 Boaster kaajak,1 Round 1 Boaster crashies Chronicle,,,52,3,1
crashies FNC,,1 Round 12 trent jawgemo,,,,,,,,,46,4,0
Boaster FNC,,3 Round 10 leaf trent Round 11 JonahP valyn Round 20 leaf trent,1 Round 15 jawgemo trent valyn,,,,,,,,81,2,0
Chronicle FNC,,4 Round 2 leaf trent Round 5 valyn JonahP Round 9 JonahP trent Round 18 JonahP trent,,,,,,,,,59,0,1
kaajak FNC,,3 Round 1 leaf JonahP Round 10 JonahP valyn Round 16 valyn trent,2 Round 21 JonahP leaf jawgemo Round 22 jawgemo JonahP trent,,,,,,,,53,1,1
Alfajer FNC,,3 Round 14 leaf jawgemo Round 16 leaf JonahP Round 23 trent jawgemo,3 Round 3 valyn JonahP jawgemo Round 7 jawgemo valyn trent Round 9 leaf jawgemo valyn,,,1 Round 7 trent,,,,,78,0,1
