Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Ascent,1,"""0-1""",GX,Defenders,Elimination
2Ascent,2,"""1-1""",APK,Attackers,Elimination
2Ascent,3,"""2-1""",APK,Attackers,Elimination
2Ascent,4,"""3-1""",APK,Attackers,Spike Detonation
2Ascent,5,"""4-1""",APK,Attackers,Elimination
2Ascent,6,"""5-1""",APK,Attackers,Elimination
2Ascent,7,"""5-2""",GX,Defenders,Elimination
2Ascent,8,"""6-2""",APK,Attackers,Spike Detonation
2Ascent,9,"""7-2""",APK,Attackers,Elimination
2Ascent,10,"""8-2""",APK,Attackers,Elimination
2Ascent,11,"""9-2""",APK,Attackers,Elimination
2Ascent,12,"""9-3""",GX,Defenders,Elimination
2Ascent,13,"""9-4""",APK,Attackers,Elimination
2Ascent,14,"""10-4""",GX,Defenders,Defuse
2Ascent,15,"""10-5""",APK,Attackers,Elimination
2Ascent,16,"""10-6""",APK,Attackers,Spike Detonation
2Ascent,17,"""10-7""",APK,Attackers,Spike Detonation
2Ascent,18,"""10-8""",APK,Attackers,Spike Detonation
2Ascent,19,"""10-9""",APK,Attackers,Spike Detonation
2Ascent,20,"""11-9""",GX,Defenders,Elimination
2Ascent,21,"""12-9""",GX,Defenders,Elimination
2Ascent,22,"""13-9""",GX,Defenders,Elimination
2Ascent,23,"""""",,,
2Ascent,24,"""""",,,
