(BANK) FNC BBL (BANK),1 0.3k 0.1k,2 8.8k $$ 0.8k,3 0.5k $$$ $$ 11.7k,4 6.8k $$$ $$$ 1.2k,5 9.1k $$ $$$ 5.6k,6 5.1k $$$ $ 10.3k,7 14.4k $$$ $$$ 1.3k,8 10.3k $$$ $$$ 3.5k,9 3.7k $$$ $$$ 7.9k,10 8.0k $$ $$$ 15.4k,11 2.9k $$$ $$$ 19.2k,12 1.9k $$ $$$ 11.5k
(BANK) FNC BBL (BANK),13 0.3k 0.3k,14 5.0k $$ 8.1k,15 12.0k $$ $$$ 0.5k,16 11.9k $$$ $ 8.0k,17 25.4k $$$ $$$ 1.2k,18 27.6k $$$ $$ 8.2k,19 14.8k $$$ $$$ 2.8k,20 9.8k $$$ $$ 0.5k,21 2.3k $$$ $$ 4.6k,,,
