,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,2 Round 5 Akeman SpiritZ1 Round 8 Akeman Demon1,,,,,,,,,42,2,2
jawgemo G2,,4 Round 1 Demon1 SpiritZ1 Round 8 Flex1n Nicc Round 16 Nicc Akeman Round 18 Nicc Demon1,1 Round 4 Demon1 Flex1n Nicc,2 Round 2 SpiritZ1 Akeman Flex1n Demon1 Round 13 Demon1 Flex1n Akeman Nicc,,,1 Round 2 Demon1 Flex1n,,1 Round 13 Akeman Demon1 Nicc Flex1n,,71,0,2
JonahP G2,,5 Round 14 SpiritZ1 Nicc Round 15 SpiritZ1 Nicc Round 16 SpiritZ1 Demon1 Round 17 Demon1 Flex1n Round 18 Flex1n Akeman,,,,1 Round 17 Flex1n,,,,,57,1,0
leaf G2,,1 Round 15 Flex1n Demon1,,,,,,,,,40,2,0
trent G2,,3 Round 3 Akeman Flex1n Round 5 Nicc Flex1n Round 19 Nicc Akeman,2 Round 17 SpiritZ1 Nicc Akeman Round 20 Flex1n Demon1 Nicc,,,,1 Round 7 Akeman Demon1,,,,76,3,1
Flex1n DRG,,6 Round 2 JonahP leaf Round 3 JonahP valyn Round 11 valyn trent Round 14 jawgemo JonahP Round 16 jawgemo leaf Round 17 jawgemo trent,,,,,,,,,65,6,0
Nicc DRG,,1 Round 8 leaf JonahP,,,,,,,,,46,4,0
Demon1 DRG,,2 Round 2 trent valyn Round 7 valyn jawgemo,1 Round 6 jawgemo valyn JonahP,,,1 Round 3 trent,,,,,72,0,0
SpiritZ1 DRG,,3 Round 9 leaf jawgemo Round 10 leaf valyn Round 19 jawgemo valyn,1 Round 13 JonahP leaf valyn,,,,,,,,44,0,0
Akeman DRG,,2 Round 3 jawgemo leaf Round 7 JonahP leaf,,,,,1 Round 15 JonahP trent,,,,46,2,1
