Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Scales,TYL,Map_1_1Haven,All,Iso,1.67,358,19,14,2,+5,75%,229,36%,5,1,+4
slowly,TYL,Map_1_1Haven,All,Yoru,0.89,212,13,15,2,-2,75%,144,30%,3,2,+1
Ninebody,TYL,Map_1_1Haven,All,Cypher,0.66,175,8,14,3,-6,50%,123,38%,2,2,0
sword9,TYL,Map_1_1Haven,All,Omen,0.51,109,5,14,9,-9,63%,79,17%,0,1,-1
Yoyo,TYL,Map_1_1Haven,All,Sova,0.49,119,6,15,5,-9,63%,84,40%,0,0,0
ZmjjKK,EDG,Map_1_1Haven,All,Yoru,1.88,335,20,8,8,+12,94%,203,27%,2,0,+2
Jieni7,EDG,Map_1_1Haven,All,Neon,1.52,343,21,11,4,+10,88%,204,25%,1,2,-1
CHICHOO,EDG,Map_1_1Haven,All,Cypher,1.19,225,14,8,3,+6,81%,140,27%,2,1,+1
Smoggy,EDG,Map_1_1Haven,All,Omen,0.88,182,11,11,5,0,63%,125,27%,1,4,-3
nobody,EDG,Map_1_1Haven,All,Sova,0.37,115,6,13,3,-7,63%,80,24%,0,3,-3
Scales,TYL,Map_1_1Haven,Attack,Iso,0.31,174,2,4,0,-2,50%,112,29%,0,0,0
slowly,TYL,Map_1_1Haven,Attack,Yoru,0.84,251,3,4,0,-1,50%,168,38%,1,1,0
Ninebody,TYL,Map_1_1Haven,Attack,Cypher,0.09,123,1,4,0,-3,25%,86,33%,1,1,0
sword9,TYL,Map_1_1Haven,Attack,Omen,0.10,6,0,4,0,-4,,6,0%,0,0,0
Yoyo,TYL,Map_1_1Haven,Attack,Sova,0.05,54,0,4,1,-4,25%,48,20%,0,0,0
ZmjjKK,EDG,Map_1_1Haven,Attack,Yoru,1.53,309,14,8,6,+6,92%,186,23%,1,0,+1
Jieni7,EDG,Map_1_1Haven,Attack,Neon,0.98,242,10,10,4,0,83%,167,26%,0,2,-2
CHICHOO,EDG,Map_1_1Haven,Attack,Cypher,1.23,283,13,8,3,+5,75%,178,28%,2,1,+1
Smoggy,EDG,Map_1_1Haven,Attack,Omen,1.10,221,10,8,4,+2,75%,154,31%,1,2,-1
nobody,EDG,Map_1_1Haven,Attack,Sova,0.31,129,5,11,3,-6,58%,88,29%,0,3,-3
Scales,TYL,Map_1_1Haven,Defend,Iso,2.12,419,17,10,2,+7,83%,268,38%,5,1,+4
slowly,TYL,Map_1_1Haven,Defend,Yoru,0.91,199,10,11,2,-1,83%,136,27%,2,1,+1
Ninebody,TYL,Map_1_1Haven,Defend,Cypher,0.84,192,7,10,3,-3,58%,135,38%,1,1,0
sword9,TYL,Map_1_1Haven,Defend,Omen,0.64,143,5,10,9,-5,83%,103,18%,0,1,-1
Yoyo,TYL,Map_1_1Haven,Defend,Sova,0.64,141,6,11,4,-5,75%,96,50%,0,0,0
ZmjjKK,EDG,Map_1_1Haven,Defend,Yoru,2.92,413,6,0,2,+6,100%,254,33%,1,0,+1
Jieni7,EDG,Map_1_1Haven,Defend,Neon,3.16,646,11,1,0,+10,100%,315,25%,1,0,+1
CHICHOO,EDG,Map_1_1Haven,Defend,Cypher,1.08,51,1,0,0,+1,100%,26,20%,0,0,0
Smoggy,EDG,Map_1_1Haven,Defend,Omen,0.21,65,1,3,1,-2,25%,38,0%,0,2,-2
nobody,EDG,Map_1_1Haven,Defend,Sova,0.57,73,1,2,0,-1,75%,56,14%,0,0,0
