,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Asuna 100T,,1 Round 19 lz PxS,,,,1 Round 14 Askia,,,,,54,7,1
Boostio 100T,,2 Round 1 PxS Askia Round 3 lz Askia,1 Round 18 PxS Askia silentzz,1 Round 12 Askia PxS gobera silentzz,1 Round 4 gobera Askia lz PxS silentzz,,,,,,73,0,0
eeiu 100T,,4 Round 5 Askia lz Round 7 lz Askia Round 9 lz silentzz Round 16 PxS gobera,,,,,,,,,51,0,2
Cryocells 100T,,4 Round 5 silentzz gobera Round 9 PxS Askia Round 14 PxS silentzz Round 15 PxS lz,1 Round 11 gobera lz silentzz,1 Round 17 silentzz gobera PxS lz,,,,,,,86,0,0
zander 100T,,3 Round 7 gobera PxS Round 15 gobera Askia Round 19 silentzz gobera,1 Round 8 PxS lz Askia,,,,,,,,58,0,0
lz 2G,,1 Round 13 zander Boostio,1 Round 1 zander Cryocells Boostio,,,1 Round 1 Boostio,,,,,44,1,0
silentzz 2G,,1 Round 11 Asuna Boostio,,,,,,,,,30,0,0
PxS 2G,,2 Round 2 eeiu zander Round 3 eeiu zander,,,,1 Round 3 zander,,,,,37,7,0
gobera 2G,,1 Round 13 eeiu Cryocells,,,,,,,,,31,0,1
Askia 2G,,3 Round 3 Cryocells Asuna Round 8 Boostio eeiu Round 14 zander Cryocells,,,,,,,,,77,0,0
