,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,3 Round 2 mitch OXY Round 10 v1c mitch Round 18 v1c OXY,1 Round 1 mitch neT Xeppaa,,,,,,,,49,2,0
johnqt SEN,,2 Round 13 neT mitch Round 15 v1c OXY johnqt,2 Round 6 OXY neT Xeppaa Round 12 neT mitch OXY,,,1 Round 6 Xeppaa,,,,,60,3,0
bang SEN,,1 Round 8 Xeppaa OXY bang,,,,,,,,,41,0,0
zekken SEN,,4 Round 2 v1c neT Round 7 Xeppaa v1c Round 13 OXY v1c Round 16 mitch OXY,,,,,,,,,32,1,1
N4RRATE SEN,,2 Round 11 mitch OXY Round 16 v1c neT,3 Round 4 v1c Xeppaa mitch Round 18 neT Xeppaa mitch Round 22 neT mitch v1c,,,,1 Round 18 Xeppaa mitch,,,,84,4,2
mitch C9,,1 Round 20 bang johnqt,,,,,,,,,54,4,0
neT C9,,,,,,,,,,,23,1,0
Xeppaa C9,,2 Round 6 bang N4RRATE Round 14 zekken johnqt,1 Round 9 zekken Zellsis N4RRATE,,,,,,,,44,2,0
v1c C9,,,,,,,,,,,27,1,1
OXY C9,,3 Round 5 zekken N4RRATE Round 16 Zellsis johnqt Round 18 bang johnqt,3 Round 3 N4RRATE bang zekken Round 15 bang Zellsis N4RRATE Round 17 zekken johnqt bang,,,,,,,,76,1,0
