,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,2 Round 5 Xeppaa neT Round 8 neT Xeppaa,,,,1 Round 8 Xeppaa,,,,,47,0,2
johnqt SEN,,1 Round 17 mitch neT,,,,,,,,,62,1,1
bang SEN,,5 Round 3 OXY v1c Round 5 OXY v1c Round 9 neT Xeppaa Round 11 OXY neT Round 18 OXY Xeppaa,1 Round 4 mitch Xeppaa neT,,,,,,,,62,1,1
zekken SEN,,5 Round 1 mitch Xeppaa Round 3 neT Xeppaa Round 10 OXY Xeppaa Round 15 mitch OXY Round 17 OXY v1c,1 Round 12 v1c OXY neT,,,,,,,,66,0,2
N4RRATE SEN,,3 Round 8 OXY mitch Round 9 mitch OXY Round 10 mitch v1c,1 Round 18 neT v1c mitch,,,,,,,,78,4,1
mitch C9,,3 Round 6 zekken johnqt Round 13 johnqt Zellsis Round 14 N4RRATE johnqt,,,,1 Round 14 johnqt,,,,,33,8,2
neT C9,,,,,,,,,,,28,1,0
Xeppaa C9,,1 Round 3 johnqt N4RRATE,,,,,,,,,52,0,0
v1c C9,,,,,,,,,,,38,1,0
OXY C9,,2 Round 1 johnqt Zellsis Round 2 N4RRATE johnqt,,,,,,,,,40,0,0
