,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,1 Round 17 hiro Derke,,,,1 Round 25 hiro,,1 Round 5 Boaster Alfajer Chronicle,,,33,1,0
RieNs TH,,4 Round 4 Alfajer Derke Round 10 Derke hiro Round 18 Alfajer Derke Round 26 Derke Alfajer,1 Round 3 Chronicle Alfajer hiro,2 Round 1 Derke Boaster Chronicle Alfajer Round 24 Derke hiro Boaster Chronicle,,1 Round 12 hiro,1 Round 3 hiro Alfajer,,,,67,0,0
MiniBoo TH,,2 Round 7 Boaster Chronicle Round 13 Alfajer Derke,2 Round 8 Chronicle hiro Boaster Round 15 Boaster Alfajer Chronicle,,,,1 Round 7 Boaster Chronicle,,,,36,1,0
Wo0t TH,,2 Round 22 Boaster Chronicle Round 25 Derke Chronicle,,,,,,,,,28,11,1
benjyfishy TH,,4 Round 7 Derke Alfajer Round 16 Derke Boaster Round 18 Boaster hiro Round 26 hiro Boaster,1 Round 10 Boaster Alfajer Chronicle,,,,,,,,40,0,1
Boaster FNC,,2 Round 7 RieNs benjyfishy Round 14 benjyfishy RieNs,,,,,,,,,14,0,1
Chronicle FNC,,3 Round 19 RieNs MiniBoo Round 22 MiniBoo RieNs Round 23 Wo0t benjyfishy,1 Round 26 Wo0t Boo RieNs,,,,,,,,64,5,1
Derke FNC,,7 Round 9 Boo RieNs Round 11 MiniBoo RieNs Round 12 MiniBoo Wo0t Round 16 MiniBoo Wo0t Round 19 Boo Wo0t Round 21 benjyfishy Wo0t Round 25 MiniBoo RieNs,2 Round 13 benjyfishy Wo0t Boo Round 22 Wo0t benjyfishy Boo,,,,1 Round 22 Boo benjyfishy,,,,68,3,1
Alfajer FNC,,3 Round 5 MiniBoo Wo0t Round 16 RieNs Boo Round 23 RieNs Boo,,,,,,,,,54,2,0
hiro FNC,,5 Round 6 RieNs Wo0t Round 9 MiniBoo Wo0t Round 11 benjyfishy Boo Round 12 Boo RieNs hiro Round 25 Wo0t Boo hiro,2 Round 3 benjyfishy MiniBoo Boo Round 15 Wo0t RieNs Boo,,,,,1 Round 15 Boo RieNs Wo0t,,,56,1,0
