Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
LewN,BBL,All_Maps,All,"Chamber, Yoru",1.02,242,50,45,11,+5,72%,156,27%,19,12,+7
MAGNUM,BBL,All_Maps,All,"Viper, Vyse, Cypher",1.00,170,40,40,13,0,69%,116,26%,3,5,-2
sociablEE,BBL,All_Maps,All,"Sova, Chamber, Tejo",0.98,182,42,42,8,0,72%,125,30%,5,2,+3
Jamppi,BBL,All_Maps,All,"Tejo, Sova, Breach",0.92,176,39,42,9,-3,66%,121,28%,4,4,0
PROFEK,BBL,All_Maps,All,"Clove, Astra",0.86,171,37,46,27,-9,69%,119,20%,2,5,-3
marteen,KC,All_Maps,All,"Omen, Yoru, Jett",1.15,225,49,41,9,+8,64%,149,27%,11,8,+3
Elite,KC,All_Maps,All,"Killjoy, Vyse, Cypher",1.12,205,43,38,13,+5,70%,124,31%,5,3,+2
SUYGETSU,KC,All_Maps,All,"Viper, Astra",1.10,201,46,39,13,+7,77%,142,47%,5,6,-1
Avez,KC,All_Maps,All,"Tejo, Fade",1.03,200,41,39,16,+2,69%,125,29%,1,7,-6
saadhak,KC,All_Maps,All,"Kayo, Harbor, Breach",0.69,173,36,51,17,-15,69%,117,30%,6,9,-3
LewN,BBL,All_Maps,Attack,"Chamber, Yoru",0.82,202,22,25,5,-3,67%,138,19%,9,12,-3
MAGNUM,BBL,All_Maps,Attack,"Viper, Vyse, Cypher",1.06,194,26,22,4,+4,67%,115,29%,2,1,+1
sociablEE,BBL,All_Maps,Attack,"Sova, Chamber, Tejo",0.95,180,23,24,2,-1,70%,115,35%,2,1,+1
Jamppi,BBL,All_Maps,Attack,"Tejo, Sova, Breach",0.85,161,17,23,7,-6,67%,115,25%,1,2,-1
PROFEK,BBL,All_Maps,Attack,"Clove, Astra",0.69,152,16,26,17,-10,61%,97,23%,1,2,-1
marteen,KC,All_Maps,Attack,"Omen, Yoru, Jett",0.88,189,19,23,3,-4,61%,131,28%,4,4,0
Elite,KC,All_Maps,Attack,"Killjoy, Vyse, Cypher",1.16,194,19,19,9,0,68%,125,33%,2,2,0
SUYGETSU,KC,All_Maps,Attack,"Viper, Astra",1.07,217,23,20,5,+3,79%,153,55%,2,2,0
Avez,KC,All_Maps,Attack,"Tejo, Fade",1.02,193,20,19,9,+1,75%,124,36%,0,4,-4
saadhak,KC,All_Maps,Attack,"Kayo, Harbor, Breach",0.62,156,14,23,9,-9,68%,111,39%,2,6,-4
LewN,BBL,All_Maps,Defend,"Chamber, Yoru",1.27,289,28,20,6,+8,79%,176,35%,10,0,+10
MAGNUM,BBL,All_Maps,Defend,"Viper, Vyse, Cypher",0.91,159,14,18,9,-4,71%,116,22%,1,4,-3
sociablEE,BBL,All_Maps,Defend,"Sova, Chamber, Tejo",1.01,192,19,18,6,+1,75%,137,27%,3,1,+2
Jamppi,BBL,All_Maps,Defend,"Tejo, Sova, Breach",0.99,201,22,19,2,+3,64%,128,32%,3,2,+1
PROFEK,BBL,All_Maps,Defend,"Clove, Astra",1.08,210,21,20,10,+1,79%,145,18%,1,3,-2
marteen,KC,All_Maps,Defend,"Omen, Yoru, Jett",1.39,250,30,18,6,+12,67%,164,26%,7,4,+3
Elite,KC,All_Maps,Defend,"Killjoy, Vyse, Cypher",1.08,196,24,19,4,+5,73%,122,29%,3,1,+2
SUYGETSU,KC,All_Maps,Defend,"Viper, Astra",1.12,196,23,19,8,+4,76%,133,41%,3,4,-1
Avez,KC,All_Maps,Defend,"Tejo, Fade",1.04,183,21,20,7,+1,64%,126,23%,1,3,-2
saadhak,KC,All_Maps,Defend,"Kayo, Harbor, Breach",0.75,193,22,28,8,-6,70%,123,24%,4,3,+1
