,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,1 Round 7 Zyppan RobbieBk,1 Round 2 Kada Zyppan RobbieBk,,,,,,,,39,2,0
RieNs TH,,3 Round 10 Minny Kada Round 16 Minny RobbieBk Round 17 Zyppan RobbieBk,1 Round 21 Click Minny Kada,,,,,,,,57,1,0
MiniBoo TH,,4 Round 1 Kada Zyppan Round 15 Zyppan Kada Round 18 Kada RobbieBk Round 19 Minny Zyppan,2 Round 5 Zyppan Click Kada Round 7 Minny Click Kada,,,,,,,,65,0,0
Wo0t TH,,2 Round 9 Kada Click Round 10 Click RobbieBk,1 Round 6 Zyppan Click Kada,,,,,,,,58,2,0
benjyfishy TH,,5 Round 1 Minny RobbieBk Round 2 Minny Click Round 8 Minny RobbieBk Round 12 Click RobbieBk Round 19 Click RobbieBk,,1 Round 4 Click Minny Zyppan Kada,,1 Round 12 RobbieBk,,,,,75,1,2
Zyppan M8,,4 Round 10 Boo Wo0t Round 14 RieNs Boo Round 19 Boo RieNs Round 20 RieNs Wo0t,2 Round 8 MiniBoo Wo0t benjyfishy Round 9 Boo RieNs Wo0t,,,,,,,,76,1,0
RobbieBk M8,,3 Round 12 MiniBoo Wo0t Round 16 Wo0t Boo Round 20 benjyfishy Boo,1 Round 3 benjyfishy Boo Wo0t,,,,,,,,60,4,0
Click M8,,2 Round 14 MiniBoo benjyfishy Round 15 MiniBoo Wo0t,2 Round 11 benjyfishy MiniBoo Wo0t Round 16 benjyfishy MiniBoo RieNs,,,,,,,,40,0,1
Kada M8,,2 Round 8 Boo RieNs Round 13 MiniBoo RieNs,,,,,,,,,29,0,0
Minny M8,,1 Round 17 MiniBoo benjyfishy,,,,,,,,,22,0,1
