,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,3 Round 7 Kada RobbieBk Round 8 RobbieBk Kada Round 17 Click Zyppan,,,,,,,,,37,1,0
RieNs TH,,1 Round 1 Zyppan Minny,,1 Round 12 Minny Kada RobbieBk Click,,,,,1 Round 12 Kada Click Minny RobbieBk,,58,5,0
MiniBoo TH,,,,,,,,,,,16,0,0
Wo0t TH,,,1 Round 15 Minny Click Kada,,,,,,,,35,0,1
benjyfishy TH,,1 Round 15 Zyppan RobbieBk,,,,,,,,,31,0,0
Zyppan M8,,2 Round 1 benjyfishy Wo0t Round 5 Wo0t Boo,1 Round 2 Boo RieNs Wo0t,,,,,,,,54,0,2
RobbieBk M8,,2 Round 9 Boo benjyfishy Round 13 MiniBoo benjyfishy,,,,,,,,,58,4,0
Click M8,,4 Round 5 MiniBoo benjyfishy Round 11 RieNs Wo0t Round 13 Wo0t Boo Round 14 MiniBoo benjyfishy,1 Round 16 MiniBoo RieNs Wo0t,,,,,,,,71,0,0
Kada M8,,2 Round 4 Wo0t Boo Round 10 MiniBoo RieNs,1 Round 3 benjyfishy Wo0t Boo,,,,,,,,44,1,1
Minny M8,,3 Round 6 MiniBoo Boo Round 9 RieNs Wo0t Round 11 benjyfishy MiniBoo,3 Round 4 benjyfishy MiniBoo RieNs Round 12 Boo Wo0t MiniBoo Round 17 Wo0t Boo RieNs,,,,,,,,92,0,0
