(BANK) SEN MIBR (BANK),1 0.2k 0.2k,2 3.5k $$ 8.3k,3 11.7k $$ $$ 0.5k,4 20.2k $$$ $$ 2.6k,5 12.2k $$ $$ 5.6k,6 6.4k $$ $$$ 16.4k,7 5.0k $$ $$$ 6.0k,8 10.2k $$$ $$ 7.5k,9 19.0k $$$ $$$ 2.6k,10 9.6k $$$ $$$ 3.4k,11 12.5k $$$ $ 7.2k,12 22.9k $$$ $$ 0.7k,,,,
(BANK) SEN MIBR (BANK),13 0.1k 0.3k,14 8.5k $$ 0.4k,15 0.6k $$$ $$$ 8.4k,16 11.2k $ $$$ 20.0k,17 4.4k $$$ $$$ 24.5k,18 9.4k $$$ $$$ 10.5k,19 1.9k $$ $$$ 11.5k,20 9.5k $ $$$ 17.9k,21 5.3k $$ $$$ 21.4k,22 3.9k $$ $$$ 27.6k,23 0.4k $$ $$$ 22.4k,24 5.8k $$$ $$$ 8.8k,,,,
(BANK) SEN MIBR (BANK),25 1.2k $$$ $$$ 1.1k,26 0.9k $$$ $$$ 1.2k,27 0.9k $$$ $$$ 1.1k,28 0.9k $$$ $$$ 1.2k,29 0.9k $$$ $$$ 0.8k,30 0.9k $$$ $$$ 1.2k,31 1.2k $$$ $$$ 1.1k,32 1.5k $$$ $$$ 1.2k,33 1.2k $$$ $$$ 0.8k,34 0.9k $$$ $$$ 1.5k,35 0.9k $$$ $$$ 0.8k,36 0.9k $$$ $$$ 0.9k,37 1.2k $$$ $$$ 0.8k,38 0.6k $$$ $$$ 1.2k,39 1.5k $$$ $$$ 0.8k,40 0.9k $$$ $$$ 1.2k
