,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,,,,,,,,,,29,0,0
Governor TLN,,,,,,,,,,,29,0,0
ban TLN,,2 Round 6 Karon t3xture Round 7 Karon Foxy9,,,,,,,,,58,0,0
JitBoyS TLN,,,1 Round 12 Munchkin Foxy9 t3xture,,,1 Round 12 t3xture,,,,,48,0,0
primmie TLN,,2 Round 8 t3xture Munchkin Round 9 Foxy9 Munchkin,1 Round 13 Munchkin yoman t3xture,,,,,,,,75,1,0
Munchkin GEN,,1 Round 15 JitBoyS primmie,2 Round 4 JitBoyS ban primmie Round 14 JitBoyS primmie ban,1 Round 9 Crws Governor JitBoyS ban,,,,,,,57,0,0
t3xture GEN,,4 Round 6 Governor JitBoyS Round 10 Governor JitBoyS Round 11 JitBoyS Crws Round 12 Governor primmie,,,,,,,,,46,1,0
Foxy9 GEN,,3 Round 6 primmie ban Round 8 JitBoyS Governor Round 13 Governor Crws,1 Round 2 primmie Crws Governor,,,,,,,,64,1,0
yoman GEN,,4 Round 3 Crws ban Round 8 Crws ban Round 11 Governor primmie Round 15 Crws ban,,,1 Round 1 JitBoyS primmie Governor Crws ban,1 Round 1 ban,,,,,81,6,1
Karon GEN,,1 Round 13 JitBoyS primmie,1 Round 5 primmie Governor JitBoyS,,,,,,,,58,2,0
