Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Ascent,1,"""1-0""",SEN,Attackers,Elimination
2Ascent,2,"""2-0""",SEN,Attackers,Elimination
2Ascent,3,"""3-0""",SEN,Attackers,Elimination
2Ascent,4,"""4-0""",SEN,Attackers,Elimination
2Ascent,5,"""4-1""",GEN,Defenders,Defuse
2Ascent,6,"""4-2""",GEN,Defenders,Elimination
2Ascent,7,"""5-2""",SEN,Attackers,Spike Detonation
2Ascent,8,"""6-2""",SEN,Attackers,Spike Detonation
2Ascent,9,"""6-3""",GEN,Defenders,Elimination
2Ascent,10,"""6-4""",GEN,Defenders,Defuse
2Ascent,11,"""7-4""",SEN,Attackers,Spike Detonation
2Ascent,12,"""8-4""",SEN,Attackers,Spike Detonation
2Ascent,13,"""8-5""",SEN,Attackers,Elimination
2Ascent,14,"""8-6""",SEN,Attackers,Elimination
2Ascent,15,"""9-6""",GEN,Defenders,Elimination
2Ascent,16,"""10-6""",GEN,Defenders,Elimination
2Ascent,17,"""11-6""",GEN,Defenders,Elimination
2Ascent,18,"""11-7""",SEN,Attackers,Elimination
2Ascent,19,"""12-7""",GEN,Defenders,Elimination
2Ascent,20,"""13-7""",GEN,Defenders,Elimination
2Ascent,21,"""""",,,
2Ascent,22,"""""",,,
2Ascent,23,"""""",,,
2Ascent,24,"""""",,,
