Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Bind,1,"""0-1""",KC,Attackers,Elimination
2Bind,2,"""0-2""",KC,Attackers,Spike Detonation
2Bind,3,"""1-2""",VIT,Defenders,Time Expired
2Bind,4,"""2-2""",VIT,Defenders,Defuse
2Bind,5,"""3-2""",VIT,Defenders,Elimination
2Bind,6,"""3-3""",KC,Attackers,Elimination
2Bind,7,"""3-4""",KC,Attackers,Spike Detonation
2Bind,8,"""3-5""",KC,Attackers,Spike Detonation
2Bind,9,"""3-6""",KC,Attackers,Elimination
2Bind,10,"""4-6""",VIT,Defenders,Elimination
2Bind,11,"""5-6""",VIT,Defenders,Elimination
2Bind,12,"""5-7""",KC,Attackers,Spike Detonation
2Bind,13,"""6-7""",KC,Attackers,Elimination
2Bind,14,"""7-7""",KC,Attackers,Spike Detonation
2Bind,15,"""7-8""",VIT,Defenders,Defuse
2Bind,16,"""7-9""",VIT,Defenders,Defuse
2Bind,17,"""7-10""",VIT,Defenders,Defuse
2Bind,18,"""7-11""",VIT,Defenders,Elimination
2Bind,19,"""7-12""",VIT,Defenders,Elimination
2Bind,20,"""8-12""",KC,Attackers,Elimination
2Bind,21,"""9-12""",KC,Attackers,Spike Detonation
2Bind,22,"""9-13""",VIT,Defenders,Elimination
2Bind,23,"""""",,,
2Bind,24,"""""",,,
