Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
ZmjjKK,EDG,Map_3_3Lotus,All,Neon,,292,23,18,5,+5,,191,27%,2,4,-2
nobody,EDG,Map_3_3Lotus,All,Fade,,260,21,15,7,+6,,161,35%,4,2,+2
Smoggy,EDG,Map_3_3Lotus,All,Clove,,221,20,14,7,+6,,140,41%,2,3,-1
CHICHOO,EDG,Map_3_3Lotus,All,Omen,,136,11,15,7,-4,,82,23%,0,3,-3
S1Mon,EDG,Map_3_3Lotus,All,Breach,,119,10,14,10,-4,,83,17%,1,2,-1
whzy,BLG,Map_3_3Lotus,All,Raze,,236,17,17,6,0,,162,23%,7,5,+2
Knight,BLG,Map_3_3Lotus,All,Breach,,235,21,16,11,+5,,149,23%,0,1,-1
nephh,BLG,Map_3_3Lotus,All,Fade,,165,14,19,6,-5,,108,18%,3,1,+2
yosemite,BLG,Map_3_3Lotus,All,Cypher,,162,13,18,3,-5,,108,28%,4,1,+3
Flex1n,BLG,Map_3_3Lotus,All,Omen,,146,11,15,13,-4,,102,40%,0,1,-1
ZmjjKK,EDG,Map_3_3Lotus,Attack,Neon,,,,,,,
nobody,EDG,Map_3_3Lotus,Attack,Fade,,,,,,,
Smoggy,EDG,Map_3_3Lotus,Attack,Clove,,,,,,,
CHICHOO,EDG,Map_3_3Lotus,Attack,Omen,,,,,,,
S1Mon,EDG,Map_3_3Lotus,Attack,Breach,,,,,,,
whzy,BLG,Map_3_3Lotus,Attack,Raze,,,,,,,
Knight,BLG,Map_3_3Lotus,Attack,Breach,,,,,,,
nephh,BLG,Map_3_3Lotus,Attack,Fade,,,,,,,
yosemite,BLG,Map_3_3Lotus,Attack,Cypher,,,,,,,
Flex1n,BLG,Map_3_3Lotus,Attack,Omen,,,,,,,
ZmjjKK,EDG,Map_3_3Lotus,Defend,Neon,,,,,,,
nobody,EDG,Map_3_3Lotus,Defend,Fade,,,,,,,
Smoggy,EDG,Map_3_3Lotus,Defend,Clove,,,,,,,
CHICHOO,EDG,Map_3_3Lotus,Defend,Omen,,,,,,,
S1Mon,EDG,Map_3_3Lotus,Defend,Breach,,,,,,,
whzy,BLG,Map_3_3Lotus,Defend,Raze,,,,,,,
Knight,BLG,Map_3_3Lotus,Defend,Breach,,,,,,,
nephh,BLG,Map_3_3Lotus,Defend,Fade,,,,,,,
yosemite,BLG,Map_3_3Lotus,Defend,Cypher,,,,,,,
Flex1n,BLG,Map_3_3Lotus,Defend,Omen,,,,,,,
