Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
ZmjjKK,EDG,All_Maps,All,"Neon, Jett",,260,57,45,7,+12,,165,24%,11,14,-3
nobody,EDG,All_Maps,All,"Sova, Skye, Fade",,237,50,45,21,+5,,161,36%,8,4,+4
Smoggy,EDG,All_Maps,All,"Omen, Raze, Clove",,216,48,40,18,+8,,141,36%,8,6,+2
CHICHOO,EDG,All_Maps,All,"Cypher, Brimstone, Omen",,192,41,38,20,+3,,123,22%,3,4,-1
S1Mon,EDG,All_Maps,All,"Kayo, Fade, Breach",,127,30,38,24,-8,,88,27%,1,2,-1
Knight,BLG,All_Maps,All,"Sage, Cypher, Breach",,241,53,44,24,+9,,161,27%,4,4,0
yosemite,BLG,All_Maps,All,"Raze, Viper, Cypher",,213,43,48,16,-5,,130,26%,7,5,+2
nephh,BLG,All_Maps,All,"Gekko, Skye, Fade",,192,40,48,23,-8,,126,18%,7,5,+2
whzy,BLG,All_Maps,All,"Chamber, Raze",,172,35,46,14,-11,,124,37%,10,12,-2
Flex1n,BLG,All_Maps,All,"Omen, Brimstone",,171,35,40,28,-5,,115,33%,2,5,-3
ZmjjKK,EDG,All_Maps,Attack,"Neon, Jett",,,,,,,
nobody,EDG,All_Maps,Attack,"Sova, Skye, Fade",,,,,,,
Smoggy,EDG,All_Maps,Attack,"Omen, Raze, Clove",,,,,,,
CHICHOO,EDG,All_Maps,Attack,"Cypher, Brimstone, Omen",,,,,,,
S1Mon,EDG,All_Maps,Attack,"Kayo, Fade, Breach",,,,,,,
Knight,BLG,All_Maps,Attack,"Sage, Cypher, Breach",,,,,,,
yosemite,BLG,All_Maps,Attack,"Raze, Viper, Cypher",,,,,,,
nephh,BLG,All_Maps,Attack,"Gekko, Skye, Fade",,,,,,,
whzy,BLG,All_Maps,Attack,"Chamber, Raze",,,,,,,
Flex1n,BLG,All_Maps,Attack,"Omen, Brimstone",,,,,,,
ZmjjKK,EDG,All_Maps,Defend,"Neon, Jett",,,,,,,
nobody,EDG,All_Maps,Defend,"Sova, Skye, Fade",,,,,,,
Smoggy,EDG,All_Maps,Defend,"Omen, Raze, Clove",,,,,,,
CHICHOO,EDG,All_Maps,Defend,"Cypher, Brimstone, Omen",,,,,,,
S1Mon,EDG,All_Maps,Defend,"Kayo, Fade, Breach",,,,,,,
Knight,BLG,All_Maps,Defend,"Sage, Cypher, Breach",,,,,,,
yosemite,BLG,All_Maps,Defend,"Raze, Viper, Cypher",,,,,,,
nephh,BLG,All_Maps,Defend,"Gekko, Skye, Fade",,,,,,,
whzy,BLG,All_Maps,Defend,"Chamber, Raze",,,,,,,
Flex1n,BLG,All_Maps,Defend,"Omen, Brimstone",,,,,,,
