,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boaster FNC,,1 Round 11 Knight yosemite,,,,,,,,,45,0,0
Chronicle FNC,,5 Round 1 nephh whzy Round 7 Knight yosemite Round 17 yosemite nephh Round 19 yosemite whzy Round 21 Flex1n whzy,1 Round 5 yosemite Flex1n Knight,,,1 Round 18 Flex1n,,,,,69,0,1
Derke FNC,,4 Round 1 Flex1n Knight Round 6 Knight Flex1n Round 15 whzy Flex1n Round 16 Flex1n nephh,2 Round 7 whzy nephh Flex1n Round 10 whzy Knight yosemite,,,,,,,,65,1,1
Alfajer FNC,,3 Round 9 Flex1n yosemite Round 12 nephh whzy Round 19 nephh Knight,1 Round 14 Flex1n nephh Knight,,,,,,,,51,6,1
hiro FNC,,2 Round 12 Knight Flex1n Round 16 Knight yosemite,1 Round 22 Flex1n nephh whzy,,,,,1 Round 22 nephh whzy Flex1n,,,38,1,2
Flex1n BLG,,3 Round 8 Derke Alfajer Round 14 Boaster Derke Round 21 hiro Boaster,,,,,,,,,45,3,0
Knight BLG,,4 Round 2 Alfajer Derke Round 13 Alfajer Derke Round 18 Derke Alfajer Round 19 Derke Chronicle,1 Round 1 Alfajer Chronicle Boaster,,,,,,,,45,0,0
whzy BLG,,5 Round 2 Chronicle hiro Round 8 Boaster Chronicle Round 10 Alfajer Boaster Round 14 hiro Chronicle Round 20 Chronicle Alfajer,1 Round 3 Boaster hiro Chronicle,1 Round 11 Derke hiro Chronicle Boaster whzy,,,,,,,62,0,1
yosemite BLG,,2 Round 20 hiro Boaster Round 22 Derke Chronicle,,,,,,,,,39,0,1
nephh BLG,,1 Round 17 Alfajer hiro,,,,,,,,,51,7,0
