,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boaster FNC,,3 Round 3 yosemite Flex1n Round 13 Knight yosemite Round 17 Knight nephh,1 Round 8 Flex1n yosemite Knight,,,,1 Round 17 nephh Knight,,,,57,1,0
Chronicle FNC,,5 Round 1 Flex1n whzy Round 4 Knight nephh Round 6 Flex1n yosemite Round 9 Knight whzy Round 12 Knight Flex1n,1 Round 14 yosemite Flex1n Knight,,,,,,,,74,0,1
Derke FNC,,2 Round 6 whzy nephh Round 9 yosemite nephh,1 Round 10 whzy yosemite nephh,,,,,,,,54,1,2
Alfajer FNC,,1 Round 17 Flex1n yosemite,,,,,,,,,48,0,0
hiro FNC,,5 Round 1 Knight nephh Round 2 nephh yosemite Round 7 nephh whzy Round 15 yosemite nephh Round 16 Knight Flex1n,2 Round 12 yosemite nephh whzy Round 13 Flex1n nephh whzy,,,,1 Round 13 nephh whzy,,,,89,1,0
Flex1n BLG,,1 Round 3 Alfajer Derke,,,,,,,,,30,0,0
Knight BLG,,2 Round 15 Alfajer hiro Round 17 Chronicle Alfajer,,,,,,,,,43,3,0
whzy BLG,,,1 Round 16 Derke Alfajer hiro,,1 Round 11 Boaster Chronicle hiro Derke Alfajer,,,,,,46,0,0
yosemite BLG,,2 Round 2 Alfajer Derke Round 15 Derke Boaster,,,,,,,,,31,1,0
nephh BLG,,3 Round 5 Derke Alfajer Round 10 Alfajer hiro Round 17 Derke hiro,1 Round 13 Chronicle Boaster Derke,,,,,,,,50,1,0
