(BANK) 2G FUR (BANK),1 0.2k 0.1k,2 4.4k $$ 9.6k,3 16.0k $$ $$ 0.7k,4 5.5k $$$ $$$ 7.7k,5 8.0k $$ $$$ 9.8k,6 6.1k $$$ $$ 1.1k,7 5.6k $$$ $ 8.1k,8 18.2k $$$ $$$ 0.4k,9 12.6k $$$ $ 7.3k,10 14.6k $$$ $$$ 0.4k,11 15.0k $$$ $$ 1.2k,12 13.8k $$$ $$ 0.4k
(BANK) 2G FUR (BANK),13 0.1k 0.1k,14 1.4k $$ $$ 0.3k,15 4.7k $$ $$ 0.6k,,,,,,,,,
