,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
qRaxs FUT,,1 Round 4 Sayf Derke,,,,,,,,,49,1,0
AtaKaptan FUT,,1 Round 12 Sayf Kicks,,,,,,,,,28,0,0
MrFaliN FUT,,2 Round 9 Less trexx Round 15 Sayf Kicks,1 Round 3 Less Sayf Kicks,,,,,,,,57,3,0
yetujey FUT,,1 Round 8 Less Sayf,,,,1 Round 16 Derke,,,,,35,0,1
xeus FUT,,1 Round 13 Sayf trexx,1 Round 4 Less Kicks trexx,1 Round 14 Derke Sayf trexx Kicks,,,,,,,42,0,1
Sayf VIT,,1 Round 8 MrFaliN AtaKaptan,,,,,,,,,58,0,0
trexx VIT,,3 Round 1 qRaxs yetujey Round 6 AtaKaptan yetujey Round 12 xeus AtaKaptan,,,,,1 Round 3 AtaKaptan MrFaliN,,,,37,1,0
Derke VIT,,4 Round 4 AtaKaptan xeus Round 6 xeus MrFaliN Round 12 MrFaliN qRaxs Round 16 xeus MrFaliN,3 Round 9 qRaxs xeus MrFaliN Round 11 qRaxs yetujey MrFaliN Round 17 AtaKaptan yetujey qRaxs,1 Round 5 xeus qRaxs MrFaliN AtaKaptan,,,,,,,115,2,0
Less VIT,,4 Round 3 xeus qRaxs Round 7 xeus qRaxs Round 8 qRaxs xeus Round 17 MrFaliN xeus,1 Round 13 MrFaliN qRaxs xeus,,,1 Round 13 xeus,,,,,66,0,1
Kicks VIT,,3 Round 1 xeus AtaKaptan Round 14 AtaKaptan MrFaliN Round 16 AtaKaptan qRaxs,2 Round 2 yetujey xeus MrFaliN Round 10 yetujey xeus qRaxs,,,,,,,,72,1,1
