,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Dep ZETA,,2 Round 3 Meiy Jinboong Round 8 gyen Meiy,,,,,,,,,47,0,0
CLZ ZETA,,,,,,,,,,,33,0,0
SugarZ3ro ZETA,,1 Round 4 SSeeS gyen,,,,,,,,,21,0,0
Xdll ZETA,,1 Round 13 SSeeS Meiy,,,,,,,,,34,0,0
TenTen ZETA,,1 Round 1 Akame Jinboong,,,,,,,,,35,0,0
Jinboong DFM,,4 Round 1 CLZ Dep Round 5 Dep Xdll Round 7 TenTen Xdll Round 8 Dep Xdll,1 Round 11 Xdll Dep CLZ,1 Round 10 TenTen SugarZ3ro Xdll Dep,,1 Round 4 TenTen,,,,,150,2,0
Meiy DFM,,4 Round 6 Xdll Dep Round 8 TenTen CLZ Round 12 Dep Xdll Round 13 SugarZ3ro CLZ,,,,,,,,,70,1,0
Akame DFM,,3 Round 4 SugarZ3ro CLZ Round 12 SugarZ3ro CLZ Round 14 CLZ Dep,,1 Round 2 SugarZ3ro Dep Xdll TenTen,,,,,,,92,2,0
SSeeS DFM,,1 Round 1 TenTen Xdll,1 Round 9 Dep Xdll SugarZ3ro,,,,,,,,42,3,0
gyen DFM,,,,,,,,,,,36,2,0
