,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Autumn FPX,,6 Round 4 Boo RieNs Round 13 RieNs Boo Round 15 RieNs MiniBoo Autumn Round 23 benjyfishy MiniBoo Round 26 Wo0t Boo Round 28 RieNs Wo0t,,,,,,,,,42,2,1
Life FPX,,2 Round 7 MiniBoo Boo Round 18 MiniBoo Wo0t,2 Round 16 MiniBoo Boo benjyfishy Round 21 Boo RieNs benjyfishy,,,,,,,,40,0,1
BerLIN FPX,,3 Round 7 Wo0t benjyfishy Round 9 MiniBoo RieNs Round 14 benjyfishy MiniBoo,2 Round 10 MiniBoo RieNs Boo Round 26 benjyfishy RieNs MiniBoo,,,,,,,,48,0,0
AAAAY FPX,,5 Round 5 MiniBoo Boo Round 10 benjyfishy Wo0t Round 13 benjyfishy MiniBoo Round 15 Boo Wo0t AAAAY Round 18 RieNs Boo,1 Round 11 benjyfishy Wo0t RieNs,,,1 Round 18 Boo,,,,,43,5,2
Lysoar FPX,,4 Round 4 MiniBoo Wo0t Round 6 MiniBoo benjyfishy Round 9 Boo Wo0t Round 21 Wo0t MiniBoo,1 Round 3 Wo0t RieNs benjyfishy,,,,,,,,51,4,0
Boo TH,,2 Round 15 BerLIN Lysoar Round 18 Autumn BerLIN,2 Round 8 AAAAY BerLIN Autumn Round 20 Lysoar Life Autumn,,,,,,,,45,4,0
RieNs TH,,4 Round 11 Lysoar BerLIN Round 17 Autumn BerLIN Round 19 Autumn BerLIN Round 25 Life Lysoar,1 Round 14 BerLIN AAAAY Life,,,,,,,,57,6,0
MiniBoo TH,,6 Round 1 Autumn Lysoar Round 3 Life Lysoar Round 12 Autumn AAAAY Round 22 Life Autumn Round 27 Life BerLIN Round 28 Life Lysoar,1 Round 19 Life AAAAY Lysoar,,,,,,,,52,0,1
Wo0t TH,,1 Round 5 Life BerLIN,1 Round 2 Lysoar Life AAAAY,,,,,1 Round 15 AAAAY Autumn Life,,,35,1,1
benjyfishy TH,,3 Round 9 BerLIN AAAAY Round 18 Life Lysoar Round 24 Autumn Lysoar,1 Round 5 Lysoar Autumn AAAAY,,,,1 Round 9 AAAAY BerLIN,,,,36,0,3
