,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Autumn FPX,,4 Round 6 MiniBoo Boo Round 11 benjyfishy RieNs Round 18 benjyfishy MiniBoo Round 20 benjyfishy Boo,,,,,,,,,54,1,1
Life FPX,,,1 Round 9 RieNs Boo Wo0t,,,1 Round 9 Wo0t,,,,,35,3,0
BerLIN FPX,,3 Round 7 RieNs Wo0t Round 12 Wo0t RieNs Round 26 MiniBoo Boo,,,,,1 Round 23 RieNs benjyfishy,,,,48,4,1
AAAAY FPX,,2 Round 15 Wo0t Boo Round 19 Boo benjyfishy,2 Round 3 benjyfishy MiniBoo Boo Round 24 MiniBoo RieNs Boo,1 Round 8 RieNs MiniBoo benjyfishy Boo,1 Round 16 Wo0t MiniBoo RieNs Boo benjyfishy,,,,,,71,1,0
Lysoar FPX,,4 Round 10 RieNs Wo0t Round 13 RieNs Boo Round 21 MiniBoo benjyfishy Round 22 Wo0t RieNs,,,,,,,,,47,2,0
Boo TH,,2 Round 4 Autumn BerLIN Round 26 Lysoar AAAAY,,,,,,,,,36,0,0
RieNs TH,,8 Round 1 Life AAAAY Round 12 AAAAY Autumn Round 18 AAAAY Lysoar Round 19 Lysoar AAAAY Round 20 Life Autumn RieNs Round 22 Life AAAAY Round 23 Lysoar Autumn Round 26 Life BerLIN,1 Round 21 BerLIN Lysoar Autumn RieNs,1 Round 15 Lysoar BerLIN AAAAY Autumn,,1 Round 20 Autumn,1 Round 19 AAAAY Lysoar,,,,79,1,1
MiniBoo TH,,1 Round 25 Autumn BerLIN,,,,,,,,,24,0,0
Wo0t TH,,6 Round 1 Lysoar BerLIN Round 2 Autumn Lysoar Round 4 Lysoar AAAAY Round 18 Life Autumn Round 19 BerLIN Autumn Round 20 BerLIN Lysoar,1 Round 9 BerLIN AAAAY Autumn,,,,,,,,51,10,2
benjyfishy TH,,2 Round 7 Life Lysoar Round 17 Life Lysoar,,,,,,,,,36,0,0
