,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Melser KRÜ,,5,4,,,,1,,,,56,3,4
keznit KRÜ,,12,1,,,1,,,,,53,3,2
heat KRÜ,,7,3,,,,,,,,45,5,1
Shyy KRÜ,,7,4,1,,2,,,,,61,2,4
mta KRÜ,,8,2,1,,,1,,,,45,5,1
Asuna 100T,,8,2,,,,1,,,,56,12,0
Boostio 100T,,11,2,,,,,,,,54,4,0
eeiu 100T,,7,7,,,1,2,1,,,46,4,2
bang 100T,,13,1,,,,,,,,50,3,0
Cryocells 100T,,14,4,1,,,1,,,,56,4,1
