,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Melser KRÜ,,2 Round 5 Boostio eeiu Round 12 Asuna Boostio,2 Round 11 Asuna Boostio eeiu Round 22 Cryocells Asuna Boostio,,,,,,,,60,0,1
keznit KRÜ,,4 Round 3 eeiu Cryocells Round 4 eeiu Boostio Round 14 Boostio Cryocells Round 21 Cryocells eeiu,,,,1 Round 23 eeiu,,,,,48,0,1
heat KRÜ,,1 Round 15 Asuna Cryocells,1 Round 14 Asuna eeiu bang,,,,,,,,42,2,0
Shyy KRÜ,,2 Round 13 Cryocells bang Round 23 Asuna bang,1 Round 17 Cryocells bang eeiu,,,1 Round 12 Cryocells,,,,,52,2,2
mta KRÜ,,3 Round 5 bang Asuna Round 21 Boostio bang Round 24 bang Asuna,1 Round 20 eeiu Asuna bang,1 Round 19 Cryocells Boostio bang eeiu,,,1 Round 21 Boostio bang,,,,52,3,1
Asuna 100T,,4 Round 4 keznit mta Round 5 Melser heat Round 7 Melser heat Round 16 mta heat,1 Round 9 Shyy mta Melser,,,,,,,,59,3,0
Boostio 100T,,4 Round 2 keznit heat Round 15 keznit heat Round 17 Melser heat Round 21 keznit Shyy,,,,,,,,,41,2,0
eeiu 100T,,3 Round 2 mta Shyy Round 7 mta Shyy Round 23 heat mta,2 Round 6 Shyy heat Melser Round 16 keznit Melser Shyy,,,,,1 Round 16 Shyy Melser keznit,,,56,1,2
bang 100T,,5 Round 1 Melser Shyy Round 8 heat Melser Round 13 mta keznit Round 15 mta Melser Round 21 Melser heat,1 Round 19 heat keznit Shyy,,,,,,,,48,2,0
Cryocells 100T,,4 Round 1 mta keznit Round 18 Shyy mta Round 23 Shyy Melser Round 24 heat Melser,2 Round 10 keznit heat mta Round 12 heat mta Shyy Cryocells,,,,,,,,43,0,0
