Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
t3xture,GEN,Map_2_2Haven,All,Neon,1.28,248,22,14,5,+8,79%,154,26%,5,4,+1
Munchkin,GEN,Map_2_2Haven,All,Viper,1.12,244,20,17,7,+3,79%,165,30%,4,3,+1
Ash,GEN,Map_2_2Haven,All,Sova,1.03,170,16,13,8,+3,79%,115,32%,0,0,0
Karon,GEN,Map_2_2Haven,All,Omen,1.03,183,16,13,4,+3,71%,132,36%,3,2,+1
Foxy9,GEN,Map_2_2Haven,All,Killjoy,0.75,143,12,16,5,-4,67%,101,25%,3,0,+3
leaf,G2,Map_2_2Haven,All,Vyse,1.21,188,16,15,6,+1,79%,128,17%,1,2,-1
JonahP,G2,Map_2_2Haven,All,Viper,1.17,225,20,17,6,+3,75%,143,22%,1,4,-3
trent,G2,Map_2_2Haven,All,Fade,1.01,192,16,17,5,-1,71%,135,40%,2,3,-1
valyn,G2,Map_2_2Haven,All,Omen,0.67,106,7,17,10,-10,71%,74,15%,0,1,-1
jawgemo,G2,Map_2_2Haven,All,Yoru,0.66,172,14,20,1,-6,58%,123,17%,5,5,0
t3xture,GEN,Map_2_2Haven,Attack,Neon,1.13,211,10,8,1,+2,75%,137,50%,3,2,+1
Munchkin,GEN,Map_2_2Haven,Attack,Viper,1.00,235,11,10,0,+1,67%,145,39%,4,1,+3
Ash,GEN,Map_2_2Haven,Attack,Sova,0.50,139,4,10,5,-6,67%,97,22%,0,0,0
Karon,GEN,Map_2_2Haven,Attack,Omen,0.89,173,7,8,3,-1,75%,125,26%,1,1,0
Foxy9,GEN,Map_2_2Haven,Attack,Killjoy,0.60,108,5,8,0,-3,50%,82,38%,0,0,0
leaf,G2,Map_2_2Haven,Attack,Vyse,1.48,222,9,7,4,+2,83%,151,14%,1,0,+1
JonahP,G2,Map_2_2Haven,Attack,Viper,0.82,136,6,9,2,-3,58%,95,8%,1,2,-1
trent,G2,Map_2_2Haven,Attack,Fade,0.75,182,8,11,1,-3,67%,124,30%,1,1,0
valyn,G2,Map_2_2Haven,Attack,Omen,0.56,106,3,10,6,-7,58%,74,16%,0,1,-1
jawgemo,G2,Map_2_2Haven,Attack,Yoru,0.17,100,3,12,1,-9,42%,80,8%,2,3,-1
t3xture,GEN,Map_2_2Haven,Defend,Neon,1.44,286,12,6,4,+6,83%,171,10%,2,2,0
Munchkin,GEN,Map_2_2Haven,Defend,Viper,1.25,255,9,7,7,+2,92%,185,24%,0,2,-2
Ash,GEN,Map_2_2Haven,Defend,Sova,1.57,202,12,3,3,+9,92%,132,42%,0,0,0
Karon,GEN,Map_2_2Haven,Defend,Omen,1.18,195,9,5,1,+4,67%,140,50%,2,1,+1
Foxy9,GEN,Map_2_2Haven,Defend,Killjoy,0.91,179,7,8,5,-1,83%,121,16%,3,0,+3
leaf,G2,Map_2_2Haven,Defend,Vyse,0.93,155,7,8,2,-1,75%,106,22%,0,2,-2
JonahP,G2,Map_2_2Haven,Defend,Viper,1.51,314,14,8,4,+6,92%,191,32%,0,2,-2
trent,G2,Map_2_2Haven,Defend,Fade,1.26,204,8,6,4,+2,75%,147,53%,1,2,-1
valyn,G2,Map_2_2Haven,Defend,Omen,0.77,107,4,7,4,-3,83%,73,14%,0,0,0
jawgemo,G2,Map_2_2Haven,Defend,Yoru,1.16,245,11,8,0,+3,75%,165,22%,3,2,+1
