,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
UNFAKE VIT,,2 Round 3 RieNs Wo0t Round 18 RieNs benjyfishy,1 Round 4 MiniBoo RieNs benjyfishy,,,1 Round 3 Wo0t,,,,,50,5,0
Derke VIT,,4 Round 6 Wo0t RieNs Round 12 Boo MiniBoo Round 15 MiniBoo benjyfishy Round 22 Boo RieNs,1 Round 9 RieNs Wo0t Boo,,,,,,,,54,1,0
KovaQ VIT,,1 Round 4 Boo Wo0t,,,,,,,,,32,1,1
Less VIT,,,2 Round 18 Boo Wo0t MiniBoo Round 19 Wo0t Boo benjyfishy,2 Round 1 RieNs MiniBoo Boo Wo0t Round 5 MiniBoo Boo Wo0t benjyfishy,,1 Round 5 benjyfishy,1 Round 10 MiniBoo benjyfishy,,,,72,0,0
Kicks VIT,,1 Round 2 Wo0t RieNs,1 Round 20 Boo RieNs Wo0t,,,,,,,,28,1,0
Boo TH,,3 Round 7 Derke Kicks Round 8 UNFAKE Derke Round 13 KovaQ Kicks,,,,,,,,,45,2,0
RieNs TH,,2 Round 14 KovaQ UNFAKE Round 15 UNFAKE KovaQ,1 Round 19 Less UNFAKE Derke,,,,,1 Round 19 Less Derke UNFAKE,,,52,5,0
MiniBoo TH,,3 Round 5 Kicks Derke Round 10 KovaQ Less MiniBoo Round 17 Kicks UNFAKE,,,,,,,,,44,2,0
Wo0t TH,,6 Round 3 Kicks KovaQ Round 4 Less Kicks Round 9 UNFAKE Kicks Round 11 Kicks UNFAKE Round 15 Less Derke Round 17 Less KovaQ,1 Round 21 UNFAKE Kicks Derke,1 Round 22 Kicks KovaQ UNFAKE Derke,,,,,,,102,0,0
benjyfishy TH,,7 Round 3 Derke Less Round 5 UNFAKE KovaQ Round 8 KovaQ Kicks Round 10 UNFAKE Kicks Round 12 Less Derke Round 13 Less Derke Round 20 Less Kicks,1 Round 16 Less Derke Kicks,,,1 Round 20 Kicks,,,,,65,1,0
