,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 5 artzin xenom Round 9 artzin xenom,,,,1 Round 5 xenom,,,,,52,1,2
tex LEV,,2 Round 4 cortezia nzr Round 18 cortezia artzin,1 Round 17 cortezia xenom artzin,,,,,1 Round 17 xenom artzin cortezia,,,58,2,0
nataNk LEV,,4 Round 3 cortezia xenom Round 6 cortezia artzin Round 14 cortezia artzin Round 16 artzin cortezia,,,,1 Round 9 aspas,,,,,65,3,0
kiNgg LEV,,2 Round 14 nzr xenom Round 18 nzr xenom,1 Round 10 aspas cortezia nzr,1 Round 11 aspas nzr artzin cortezia,,,,,,,73,1,1
Demon1 LEV,,1 Round 12 artzin nzr,3 Round 15 aspas artzin nzr Round 19 aspas xenom nzr Round 20 nzr aspas cortezia,1 Round 13 xenom cortezia artzin nzr,,,,,,,59,1,0
nzr MIBR,,2 Round 1 Demon1 nataNk Round 3 Demon1 C0M,,,,,,,,,30,4,0
cortezia MIBR,,2 Round 8 Demon1 kiNgg Round 13 tex kiNgg,2 Round 4 nataNk kiNgg Demon1 Round 7 tex kiNgg C0M,,,,,,,,52,0,0
artzin MIBR,,1 Round 3 tex nataNk,,,,,,,,,36,4,0
aspas MIBR,,2 Round 7 nataNk Demon1 Round 17 C0M nataNk,2 Round 9 Demon1 C0M kiNgg Round 18 C0M kiNgg tex,,,,1 Round 18 tex kiNgg,,,,63,0,1
xenom MIBR,,1 Round 5 kiNgg tex,,,,,,,,,25,1,0
