,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,1 Round 7 Click Zyppan,2 Round 17 Click kamyk Zyppan Round 19 Click Zyppan Kada,,,,,,,,66,1,0
nAts TL,,1 Round 3 Click kamyk,2 Round 4 Kada kamyk Minny Round 14 Kada Zyppan Minny,,,,,,,,63,0,0
keiko TL,,4 Round 5 kamyk Zyppan Round 12 Click Minny Round 14 kamyk Click Round 16 Zyppan kamyk,2 Round 10 kamyk Zyppan Kada Round 18 Zyppan Kada Minny,,,,,,,,77,0,0
kamo TL,,2 Round 8 Zyppan Kada Round 12 Zyppan Kada,1 Round 9 kamyk Minny Kada,,,,1 Round 5 Minny Kada,,,,51,2,2
Serial TL,,,,,,,,,,,46,2,0
Zyppan M8,,2 Round 6 nAts Serial Round 13 nAts Serial,,,,,,,,,56,1,0
kamyk M8,,1 Round 4 keiko kamo,,,,,,,,,32,3,0
Click M8,,1 Round 11 keiko kamo,,,,,,,,,25,0,0
Kada M8,,1 Round 2 keiko kamo,,,,,,,,,41,1,0
Minny M8,,1 Round 11 nAts Serial,1 Round 15 keiko paTiTek Serial,2 Round 1 nAts keiko kamo paTiTek Round 5 paTiTek nAts Serial kamo,,1 Round 15 Serial,,,,,66,0,1
