,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,4 Round 1 Zyppan Kada Round 3 Click kamyk Round 14 Click Zyppan Round 22 Click Zyppan,1 Round 5 kamyk Minny Kada,,,,,,,,47,2,0
nAts TL,,4 Round 2 Zyppan Click Round 5 Click Zyppan Round 19 Click Zyppan Round 21 Zyppan Click,1 Round 10 Minny Click kamyk,,,,,,,,42,1,0
keiko TL,,7 Round 1 Click kamyk Round 12 Click Zyppan Round 13 Click kamyk Round 19 kamyk Kada Round 21 Minny kamyk Round 22 Minny kamyk Round 26 Zyppan Click,,,,,,,,,59,2,0
kamo TL,,3 Round 3 Kada Zyppan Round 11 Click Kada Round 24 Zyppan Kada,1 Round 4 Click Minny kamyk,,,1 Round 4 kamyk,,,,,47,1,0
Serial TL,,2 Round 8 kamyk Kada Round 12 kamyk Kada,,,,,,,,,30,1,0
Zyppan M8,,5 Round 8 kamo paTiTek Round 13 nAts Serial Round 16 kamo paTiTek Round 18 Serial paTiTek Round 25 keiko paTiTek,1 Round 11 paTiTek Serial keiko,,,,,,,,57,3,0
kamyk M8,,6 Round 4 paTiTek nAts Round 5 keiko Serial Round 7 paTiTek Serial Round 16 keiko Serial Round 23 kamo paTiTek Round 24 paTiTek keiko,1 Round 6 paTiTek nAts kamo,,,,,,,,56,3,0
Click M8,,3 Round 3 nAts Serial Round 7 kamo keiko Round 8 nAts Serial,,,,,,,,,24,0,1
Kada M8,,3 Round 9 paTiTek keiko Round 17 kamo nAts Round 19 paTiTek Serial,,,,1 Round 5 paTiTek,,,,,38,1,0
Minny M8,,5 Round 3 kamo paTiTek Round 4 Serial keiko Round 5 nAts kamo Round 17 keiko paTiTek Round 22 kamo Serial,2 Round 15 nAts paTiTek Serial Round 26 nAts Serial keiko,,,,1 Round 3 kamo paTiTek,,,,83,1,1
