Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Icebox,1,"""1-0""",TH,Attackers,Elimination
1Icebox,2,"""2-0""",TH,Attackers,Elimination
1Icebox,3,"""3-0""",TH,Attackers,Elimination
1Icebox,4,"""3-1""",LEV,Defenders,Time Expired
1Icebox,5,"""4-1""",TH,Attackers,Elimination
1Icebox,6,"""5-1""",TH,Attackers,Elimination
1Icebox,7,"""6-1""",TH,Attackers,Elimination
1Icebox,8,"""7-1""",TH,Attackers,Elimination
1Icebox,9,"""7-2""",LEV,Defenders,Defuse
1Icebox,10,"""7-3""",LEV,Defenders,Elimination
1Icebox,11,"""7-4""",LEV,Defenders,Elimination
1Icebox,12,"""7-5""",LEV,Defenders,Defuse
1Icebox,13,"""7-6""",TH,Attackers,Elimination
1Icebox,14,"""7-7""",TH,Attackers,Elimination
1Icebox,15,"""8-7""",LEV,Defenders,Elimination
1Icebox,16,"""8-8""",TH,Attackers,Elimination
1Icebox,17,"""8-9""",TH,Attackers,Elimination
1Icebox,18,"""8-10""",TH,Attackers,Elimination
1Icebox,19,"""8-11""",TH,Attackers,Elimination
1Icebox,20,"""9-11""",LEV,Defenders,Defuse
1Icebox,21,"""10-11""",LEV,Defenders,Elimination
1Icebox,22,"""10-12""",TH,Attackers,Spike Detonation
1Icebox,23,"""11-12""",LEV,Defenders,Defuse
1Icebox,24,"""12-12""",LEV,Defenders,Elimination
1Icebox,25,"""12-13""",LEV,Defenders,Defuse
1Icebox,26,"""13-13""",LEV,Defenders,Defuse
1Icebox,27,"""14-13""",TH,Attackers,Elimination
1Icebox,28,"""15-13""",LEV,Defenders,Defuse
