,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,5 Round 7 Asuna eeiu Round 9 Cryocells Boostio Round 18 Cryocells eeiu Round 20 bang eeiu Round 23 Asuna Cryocells,1 Round 11 Cryocells eeiu bang,,,,,,,,83,0,0
Derrek EG,,2 Round 2 Boostio eeiu Round 8 Asuna Cryocells,,,,,,,,,52,7,1
jawgemo EG,,2 Round 10 eeiu Boostio Round 15 bang Asuna,1 Round 4 Asuna Boostio Cryocells,,,,,,,,53,0,1
NaturE EG,,5 Round 7 Boostio Cryocells Round 10 bang Cryocells Round 13 Boostio bang Round 15 eeiu Cryocells Round 21 Cryocells bang,1 Round 23 eeiu Boostio bang,,,,1 Round 23 Boostio bang,,,,56,1,3
Apoth EG,,4 Round 12 eeiu Boostio Round 16 Boostio Cryocells Round 19 Asuna Boostio Round 21 Asuna Boostio,1 Round 1 eeiu Cryocells bang,,,1 Round 1 bang,,,,,47,1,0
Asuna 100T,,4 Round 1 Derrek supamen Round 6 jawgemo supamen Round 8 Apoth NaturE Round 14 supamen jawgemo,,,,,,,,,43,0,0
Boostio 100T,,1 Round 16 jawgemo Derrek,1 Round 17 supamen Derrek NaturE,,,,,,,,32,9,0
eeiu 100T,,5 Round 2 Apoth jawgemo Round 5 jawgemo supamen Round 14 NaturE Derrek Round 20 jawgemo Derrek Round 22 Apoth jawgemo,1 Round 3 Derrek supamen NaturE,,,,,,,,65,1,0
bang 100T,,4 Round 5 Apoth NaturE Round 12 Apoth Derrek Round 21 jawgemo Derrek Round 22 supamen Derrek,3 Round 4 NaturE jawgemo supamen Round 6 Apoth NaturE Derrek Round 23 supamen Apoth Derrek,,,,,,,,63,0,0
Cryocells 100T,,3 Round 12 jawgemo supamen Round 15 jawgemo supamen Round 20 supamen NaturE,1 Round 13 Derrek NaturE Apoth Cryocells,,,1 Round 12 supamen,1 Round 13 Apoth NaturE,,,,36,1,1
