,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,5 Round 6 Cryocells Boostio Round 9 Asuna eeiu Round 13 Boostio Asuna Round 20 Asuna Cryocells Round 22 bang Boostio,1 Round 3 Asuna Cryocells Boostio,,,,,,,,52,1,1
Derrek EG,,,1 Round 14 eeiu bang Cryocells,,,,,,,,41,6,0
jawgemo EG,,3 Round 8 Cryocells Boostio Round 19 bang Boostio Round 20 bang Boostio,1 Round 9 bang Cryocells Boostio,2 Round 16 bang eeiu Boostio Asuna Round 17 Asuna eeiu bang Cryocells,,,,,,,58,1,0
NaturE EG,,1 Round 19 Asuna Cryocells,,,,,,,,,38,0,0
Apoth EG,,2 Round 12 eeiu Asuna Round 15 Asuna eeiu,,,,1 Round 3 eeiu,1 Round 12 eeiu Asuna,,,,40,0,2
Asuna 100T,,5 Round 1 NaturE supamen Round 5 jawgemo Apoth Round 7 supamen NaturE Round 9 Derrek NaturE Round 18 supamen Apoth,1 Round 4 jawgemo supamen Apoth,,,,1 Round 22 NaturE Derrek,,,,66,3,1
Boostio 100T,,,2 Round 10 supamen NaturE jawgemo Round 15 supamen jawgemo Apoth,,,,,,,,48,0,0
eeiu 100T,,4 Round 4 NaturE Derrek Round 6 supamen Derrek Round 10 Apoth Derrek eeiu Round 23 jawgemo NaturE,1 Round 21 supamen Derrek jawgemo,,,1 Round 10 Derrek,,,,,60,3,0
bang 100T,,3 Round 15 NaturE Derrek Round 21 NaturE Apoth Round 23 supamen Derrek,,,,,,,,,48,1,1
Cryocells 100T,,5 Round 2 Apoth NaturE Round 5 supamen Derrek Round 7 Apoth Derrek Round 11 jawgemo supamen Round 18 jawgemo Derrek,1 Round 13 jawgemo Derrek NaturE,,,,,,,,44,3,0
