,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,4 Round 9 d4v41 something Round 10 d4v41 something Round 12 Jinggg something Round 17 f0rsakeN Jinggg,1 Round 4 Jinggg f0rsakeN d4v41,,,1 Round 18 f0rsakeN,,,,,69,2,1
JonahP G2,,3 Round 5 f0rsakeN Jinggg Round 15 d4v41 something Round 21 something f0rsakeN,,,,,,,,,53,0,1
leaf G2,,3 Round 9 Jinggg f0rsakeN Round 12 f0rsakeN d4v41 Round 21 mindfreak Jinggg,1 Round 11 something d4v41 mindfreak,1 Round 16 something Jinggg d4v41 f0rsakeN,,,,,,,81,0,2
icy G2,,2 Round 2 d4v41 f0rsakeN Round 8 Jinggg f0rsakeN,1 Round 1 mindfreak f0rsakeN d4v41,,,,,,,,44,7,0
trent G2,,4 Round 10 mindfreak f0rsakeN Round 13 f0rsakeN mindfreak Round 18 Jinggg something Round 19 Jinggg something,,,,1 Round 11 Jinggg,,,,,48,1,0
Jinggg PRX,,4 Round 5 icy trent Round 7 valyn icy Round 11 icy leaf Round 17 leaf icy,1 Round 13 valyn JonahP trent,,,1 Round 13 trent,,,,,57,7,0
mindfreak PRX,,2 Round 13 icy leaf Round 16 valyn leaf,3 Round 6 JonahP leaf icy Round 15 valyn icy JonahP mindfreak Round 21 trent icy valyn,,,,,1 Round 15 icy JonahP valyn,,,62,0,0
f0rsakeN PRX,,3 Round 10 JonahP valyn Round 18 icy leaf Round 19 valyn icy,1 Round 20 icy leaf trent,,,,,,,,46,1,2
d4v41 PRX,,1 Round 5 valyn JonahP,,,,,,,,,31,0,0
something PRX,,2 Round 3 leaf trent Round 7 trent leaf,2 Round 2 leaf trent JonahP Round 14 valyn trent leaf,,,,,,,,46,0,0
