,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
ShahZaM MIBR,,2 Round 1 Mazino tex Round 9 C0M Mazino,,,,1 Round 1 aspas,,,,,55,1,1
liazzi MIBR,,,,1 Round 18 Mazino aspas kiNgg tex,,,,,,,33,0,0
artzin MIBR,,4 Round 1 C0M kiNgg Round 3 C0M tex Round 11 aspas C0M Round 19 aspas tex,,1 Round 15 Mazino kiNgg tex C0M,,,,,,,59,5,0
mazin MIBR,,5 Round 4 Mazino kiNgg Round 5 Mazino C0M Round 8 kiNgg Mazino Round 11 Mazino tex Round 16 tex aspas,,1 Round 6 tex Mazino C0M kiNgg,,1 Round 11 kiNgg,,,,,73,0,0
Pa1nt MIBR,,,1 Round 19 Mazino kiNgg C0M,,,,,,,,42,1,0
C0M LEV,,3 Round 5 artzin ShahZaM Round 17 liazzi Pa1nt Round 20 ShahZaM mazin,1 Round 16 ShahZaM Pa1nt mazin,,,,,1 Round 16 mazin Pa1nt ShahZaM,,,62,2,2
tex LEV,,2 Round 3 Pa1nt liazzi Round 7 Pa1nt ShahZaM,,,,,,,,,39,0,1
Mazino LEV,,,,,,,,,,,49,2,0
aspas LEV,,5 Round 6 artzin Pa1nt Round 7 mazin liazzi Round 8 liazzi mazin Round 13 ShahZaM Pa1nt Round 16 artzin liazzi,,1 Round 1 artzin mazin liazzi ShahZaM aspas,,1 Round 4 mazin,,,,,72,0,1
kiNgg LEV,,3 Round 2 ShahZaM mazin Round 4 liazzi ShahZaM Round 8 artzin Pa1nt,2 Round 10 mazin ShahZaM artzin Round 20 artzin liazzi Pa1nt,1 Round 11 ShahZaM Pa1nt artzin mazin kiNgg,,,,,,,91,1,0
